puma_geoid,STATEFIP,mean_val_2007,mean_val_2009,mean_val_2019,mean_val_2021,med_val_2007,med_val_2009,med_val_2019,med_val_2021,med_inc_2007,med_inc_2009,med_inc_2019,med_inc_2021,n_hh_2007,n_hh_2009,n_hh_2019,n_hh_2021,pct_chg_0709,pct_chg_1921,pct_chg_0721,abs_gain_0721,recovered_07,decimated
3100801,31,143977.83983383336,141420.8809288141,223537.05621225946,241685.5648890638,137500,134000,175000,200000,63130,65000,90000,93000,638,613,699,600,-1.7759392056237904,8.118792017897666,67.86303028854728,97707.72505523043,1,FALSE
3100802,31,209186.37905189185,237032.47855899233,261668.0024309644,287836.6677599213,187500,190000,235000,255000,88600,85000,103580,115000,774,754,921,917,13.311621738140428,10.00071276802785,37.59818830676305,78650.28870802943,1,FALSE
3100901,31,211098.8928255093,207297.88753915502,257658.26892357506,314230.66999772884,187500,165000,220000,260000,95000,89000,109000,115000,901,967,1070,1183,-1.8005803988257418,21.956369306716844,48.85472197026939,103131.77717221953,1,FALSE
3100902,31,224645.78439655734,201765.1829949665,263068.6292413894,348917.6085957714,187500,160000,236000,275000,85100,79800,111410,124300,814,889,963,977,-10.18519063825418,32.633681789404,55.319010117653704,124271.82419921408,1,TRUE
3100903,31,120065.04414784395,117428.46920521339,162676.98017742124,210018.67402530566,112500,98000,120000,160000,56000,50200,65000,85600,344,411,446,432,-2.195955501739514,29.10165519193429,74.92074859581605,89953.62987746172,1,FALSE
3100904,31,126615.27232916698,156370.02158067984,152052.93433227454,223248.51455376475,112500,120000,125000,180000,54800,70000,61200,77000,448,432,394,424,23.50012656779523,46.82289133987356,76.3203683465422,96633.24222459777,1,FALSE
3200200,32,364350.8360565293,271731.3658730698,400993.1059064907,442997.93699516694,350000,230000,320000,385000,74000,76800,86600,88240,1066,1205,1445,1458,-25.42040830368495,10.475200313910513,21.585541504407438,78647.10093863762,1,TRUE
3200300,32,203909.56157187594,182991.10794347478,226622.89515984998,291856.84929419134,162500,150000,210000,265000,69000,71620,80000,90000,1204,1212,1134,1170,-10.258691876509982,28.785244354207084,43.13053642230256,87947.2877223154,1,TRUE
3300100,33,221261.97175989603,215987.43734501133,282380.38715421304,285366.01643090986,187500,185000,200000,250000,61600,65700,82800,98600,1324,1292,1493,1448,-2.383841368189736,1.0573075937693646,28.972011846923607,64104.044671013835,1,FALSE
3300200,33,306625.05820872355,244392.83986962464,285680.7497140827,370001.20990898914,275000,200000,250000,300000,61500,65000,87500,91800,1024,981,1082,1075,-20.295868414230075,29.51562549429625,20.668940780803585,63376.15170026559,1,TRUE
3300300,33,260822.31998563482,244876.4340717924,309815.3595770317,387155.9587707215,225000,225000,275000,350000,79900,80000,107700,120000,880,847,1017,1025,-6.113696831897155,24.96344897143812,48.436667073601946,126333.63878508669,1,FALSE
3300400,33,297237.78359511343,259565.0506381868,286144.27224834036,360225.55076349224,275000,245000,275000,329000,76000,87800,104000,115600,1131,1138,994,987,-12.674274616528248,25.8894850255321,21.19103648484288,62987.76716837881,1,TRUE
3300500,33,247136.33739287325,225745.8882681564,227963.55526315785,284723.1697885672,225000,200000,200000,250000,72000,66500,87000,100010,1159,1158,1168,1191,-8.655323353243833,24.898547691049497,15.208946119462007,37586.83239569393,1,FALSE
3300600,33,347301.4300130001,299672.787011983,317294.4365232,376160.08217770956,350000,275000,300000,350000,100000,89700,117600,133400,1232,1188,1103,1087,-13.713920786112018,18.552372458697487,8.309396296936997,28858.652164709463,1,TRUE
3300700,33,368881.47979933524,336128.4201698291,328892.8886995487,414719.1343648762,350000,300000,325000,400000,107900,106800,120000,130000,813,802,1088,1030,-8.879019799888898,26.095500576095382,12.426119790691526,45837.65456554096,1,FALSE
3300800,33,270339.01407677244,222828.3707548234,287016.7370845196,337816.5926969336,225000,220000,250000,325000,78001,75000,116100,103000,449,504,503,485,-17.574467926577807,17.699265948192654,24.960355371052174,67477.57862016116,1,TRUE
3300900,33,310220.18701544654,277478.5602601789,316194.43900528684,396694.45162402,350000,265000,310000,400000,92600,100200,120000,125000,666,692,777,757,-10.554318553626988,25.459022262370397,27.875124904191914,86474.26460857346,1,TRUE
3301000,33,335979.8765882365,303913.22870051174,421112.32451251737,521975.0925804646,350000,285000,370000,440000,92300,91700,135000,138300,925,855,1529,1535,-9.54421681838533,23.951511793131843,55.359034559137136,185995.21599222813,1,FALSE
3400101,34,347618.2724443932,344463.0092772804,288111.9704945035,386533.2710473585,350000,280000,200000,275000,84000,82000,98000,92000,736,704,649,699,-0.907680469419946,34.16078144338424,11.194750589294861,38914.99860296532,1,FALSE
3400102,34,322228.3936914434,270597.518153335,242375.7698541329,316379.722718786,275000,250000,200000,250000,74000,77800,98900,103300,1376,1421,1145,1197,-16.02306827980795,30.532735557349767,-1.8150700208802546,-5848.67097265739,0,TRUE
3400301,34,475134.0389090814,510154.8833766347,466350.00359950744,490841.2911725955,450000,400000,400000,450000,102000,100600,132900,137200,597,587,474,600,7.370729436258011,5.251696662174947,3.305857079736552,15707.252263514092,1,FALSE
3400302,34,482886.44564606366,403566.0428110312,438603.1622628433,492384.906543288,450000,400000,400000,480000,90000,108600,146200,146000,718,740,714,674,-16.426305511414395,12.262051190642058,1.9670175012918678,9498.460897224315,1,TRUE
3400303,34,470644.24963740294,523562.3638633587,521987.951641709,570275.0200107599,450000,500000,450000,500000,93000,109400,134000,125000,627,700,691,772,11.243760922761785,9.250609753957505,21.169018945863087,99630.770373357,1,FALSE
3400304,34,520285.0980448971,508455.3756222043,437274.51921794564,462355.5088633468,450000,425000,400000,409000,99600,102200,142000,123000,1361,1376,731,688,-2.2737000285316618,5.735753752644427,-11.134201113819202,-57929.589181550255,0,FALSE
3400305,34,631463.1076169804,678400.7944190394,706275.0712820446,799399.1828887287,625000,525000,650000,670000,127500,123300,188560,181200,1727,1743,1028,1127,7.43316374874103,13.185246852567413,26.594756407148864,167936.07527174824,1,FALSE
3400306,34,698931.7061903295,751879.4857935184,678348.4583627776,773746.6264284113,625000,650000,570000,635000,148700,154100,173200,182000,1510,1426,1029,1066,7.575529788424048,14.063298425691304,10.704181764177774,74814.92023808183,1,FALSE
3400400,34,354512.43213296396,294823.71510631865,271907.1375677806,393355.20654612646,350000,300000,265000,340000,67200,69000,97180,93000,330,384,384,288,-16.836847347643474,44.665274352377544,10.956674827864447,38842.77441316249,1,TRUE
3400501,34,424944.0874484878,363860.3329245952,371987.9383795426,421112.27859013353,350000,350000,350000,400000,78400,82000,112500,129000,670,648,574,543,-14.374539222480001,13.205895982699557,-0.9017207137442007,-3831.808858354285,0,TRUE
3400502,34,484948.65654247114,428859.540218603,448017.12756986247,443041.1516912511,450000,400000,400000,420000,102000,109800,138000,135700,1469,1455,641,634,-11.56599066048881,-1.11066643938416,-8.64163747766767,-41907.50485122006,0,TRUE
3400601,34,480356.03210828674,481829.8619887771,665943.3663163816,715451.6250849677,450000,400000,500000,650000,87000,126000,141400,172400,379,433,444,407,0.3068203128462285,7.434304668043696,48.94194665253695,235095.59297668096,1,FALSE
3400602,34,400004.3796131926,371183.56004573137,425181.56879155623,430930.45239993965,350000,310000,350000,400000,90000,78000,105150,102900,416,385,391,372,-7.2051260027030635,1.3521008506372456,7.731433544965889,30926.07278674707,1,FALSE
3400701,34,428516.67375831655,436986.8159643275,484575.73621238355,416525.90917405253,450000,400000,430000,400000,74700,115000,129000,124200,448,402,424,386,1.9766190500181315,-14.043176732337589,-2.7982025714655885,-11990.76458426402,0,FALSE
3400702,34,560827.1251335628,633841.5300546448,800765.3254196852,768726.7845972928,625000,500000,625000,600000,96900,141200,195000,161500,324,341,379,387,13.019057326033105,-4.000990028583079,37.0701861851311,207899.65946372994,1,FALSE
3400703,34,420479.8520733975,368442.370576402,378093.2485726058,404940.0343672893,450000,370000,350000,400000,90000,92000,113260,117050,550,566,601,572,-12.37573720605096,7.1005726486882965,-3.695734202121921,-15539.81770610821,0,TRUE
3400800,34,556705.8774104104,489557.18207630544,463948.4640727009,496275.15785904985,625000,450000,430000,450000,130000,130000,164000,155000,1541,1450,1332,1456,-12.061790266425039,6.967733765637247,-10.855053270222674,-60430.719551360584,0,TRUE
3400901,34,407856.1716445428,380996.06825447694,428322.978935731,418384.44198256347,350000,350000,385000,400000,102000,109600,144600,132000,1520,1432,1008,1052,-6.585680261196369,-2.320337091851143,2.581368401407042,10528.270338020695,1,FALSE
3400902,34,434360.78695101186,401077.5101227382,506384.5933037732,532648.4433874853,450000,380000,475000,500000,113000,120000,173000,164000,1480,1375,872,1006,-7.66258783669333,5.186542092910163,22.628114551132025,98287.65643647348,1,FALSE
3400903,34,421397.91690156725,346487.317862925,402035.3873070655,474933.5337998034,350000,350000,360000,415000,102700,100000,133250,151900,654,676,1006,1079,-17.776689450541433,18.132271136883773,12.7042908260843,53535.616898236156,1,TRUE
3400904,34,438933.9381675844,395957.30881846364,422790.6076983918,476973.78270814917,450000,350000,370000,415000,102300,117000,143600,148000,1050,1079,835,965,-9.791138395115931,12.815605177400325,8.666416795969235,38039.84454056475,1,TRUE
3400905,34,377714.7449222751,324842.8065878641,332440.5458561961,375491.3827350963,350000,300000,300000,350000,84700,89850,119000,120000,1048,1011,758,883,-13.997848653033328,12.9499356848977,-0.5886352643279159,-2223.3621871787473,0,TRUE
3401001,34,596343.5797472945,556435.97706849,677335.0948539763,676445.3691969591,625000,500000,600000,625000,123000,140500,203200,195000,1363,1249,1089,1162,-6.6920486836993724,-0.13135679278644422,13.432154242963145,80101.78944966453,1,FALSE
3401002,34,504999.6420602821,414573.70165390306,465697.47905036074,491080.514748964,450000,365000,400000,450000,119990,113900,150150,173000,1397,1354,778,844,-17.906139504864218,5.450541787420396,-2.7562647875414905,-13919.127311318123,0,TRUE
3401101,34,541598.6188106125,590117.1217455688,584709.4742881733,663907.6873393037,450000,430000,490000,500000,95000,116100,123100,153200,978,876,843,946,8.958387493953786,13.54488280655047,22.582972755227896,122309.06852869119,1,FALSE
3401102,34,497516.15769607585,453895.47832471627,499125.5706924197,605711.6485139376,450000,400000,480000,500000,109300,107000,166000,155500,1521,1507,940,1056,-8.767690997888497,21.354561673459184,21.747131051763052,108195.49081786175,1,FALSE
3401103,34,563286.1748828745,572737.0463976833,562089.8268429897,704244.3198245757,625000,400000,450000,500000,110700,110000,115900,143800,955,926,729,767,1.6778099545535616,25.29035150484844,25.024250767562506,140958.1449417012,1,FALSE
3401104,34,560214.2122648807,595584.6856413822,626429.5433957644,660618.7086431955,625000,500000,450000,525000,122700,120500,153000,156500,1179,1155,946,1029,6.313740815946616,5.457783019315719,17.92251859737566,100404.4963783148,1,FALSE
3401105,34,429383.4556263724,433581.7197208273,464548.4742419322,532810.2877475248,350000,380000,400000,450000,100000,113700,160250,150000,1021,1029,901,927,0.9777423977201376,14.69422832934384,24.08728859156351,103426.83212115237,1,FALSE
3401201,34,371841.7716211083,318789.4043991238,329842.501714274,435252.01531796245,350000,280000,270000,350000,75600,82000,95700,117310,2319,2088,1072,1180,-14.26745763142574,31.957529140680425,17.053017852299455,63410.24369685416,1,TRUE
3401202,34,368576.1898303041,330520.9616925789,315168.011136075,365535.7021870004,350000,300000,250000,320000,76960,78000,99500,100000,1553,1580,1028,1043,-10.324928518916588,15.981219308827303,-0.8249278513361288,-3040.487643303699,0,TRUE
3401203,34,399375.64826788264,375491.97005843103,401463.46779509645,381121.85950017,350000,300000,375000,380000,80000,80000,95050,108000,1485,1304,897,779,-5.980254007232696,-5.066864092677208,-4.5705813178345975,-18253.788767712656,0,FALSE
3401301,34,359997.507611888,312977.5135762113,395247.58152105275,393303.86109545664,350000,310000,300000,380000,65400,80000,83200,75150,333,349,328,259,-13.061199880963839,-0.49177288273744435,9.251828909736815,33306.353483568644,1,TRUE
3401302,34,286641.88881294144,216885.43734672427,315686.6040667432,327950.8216772251,275000,250000,250000,320000,59800,94000,92600,70500,338,335,284,264,-24.335749305552223,3.8849344420990897,14.411338494647348,41308.93286428368,1,TRUE
3401401,34,417503.56562279543,381538.73249479476,394473.74889465084,409200.4075436605,350000,350000,380000,390000,99500,107600,120000,126000,750,858,805,795,-8.614257718817674,3.733241740489705,-1.9887633933734226,-8303.15807913494,0,FALSE
3401402,34,420733.41069652373,424426.14172425226,436656.297592647,539713.0566257504,350000,300000,330000,450000,96800,94900,122000,129400,407,430,863,865,0.8776890386753969,23.6013449482513,28.279105700746697,118979.64592922665,1,FALSE
3401403,34,616884.6985499873,667384.6973921601,655387.6347403186,744832.9962213825,625000,550000,550000,600000,142400,140000,184880,189000,1283,1199,948,1059,8.186294612408949,13.64770354822218,20.741039285322355,127948.29767139524,1,FALSE
3401404,34,539581.6974497286,532431.4884978106,741722.3672084006,841065.565008726,450000,400000,550000,670000,128000,113000,193800,220100,951,946,882,1005,-1.3251392672717972,13.39358258457548,55.873627475491936,301483.86755899736,1,FALSE
3401501,34,496236.4530074817,445363.8697033697,470860.06833092286,449887.0685398806,450000,400000,445000,400000,103000,110000,146000,143000,1135,1105,964,1068,-10.251682035004595,-4.454189514389295,-9.340181316123964,-46349.38446760108,0,TRUE
3401502,34,576796.5123759191,557695.0668361058,584916.0130883463,600880.4390122225,625000,480000,450000,500000,120000,137000,173000,159100,1174,1198,1102,1121,-3.311643730495421,2.7293535424999265,4.175463290701547,24083.92663630331,1,FALSE
3401503,34,586747.5673229237,521132.68550176953,563100.7070978301,580321.573674272,625000,450000,520000,520000,115000,126000,165000,154300,960,945,961,945,-11.182812758905262,3.0582214441172866,-1.0951888012029907,-6425.993648651638,0,TRUE
3401504,34,680206.2859153278,717857.3056076595,759423.8471518445,780481.6724300535,625000,580000,610000,600000,147200,147350,200000,208000,1029,1037,1071,1124,5.535235482522205,2.7728685841489633,14.7419082403493,100275.38651472563,1,FALSE
3401600,34,390909.4727218741,342602.65785274666,309326.40865571226,373171.3375105416,350000,300000,285000,300000,95000,100000,125000,118130,1629,1592,1559,1739,-12.357545222112575,20.639986457118276,-4.537658063853795,-17738.13521133247,0,TRUE
3401700,34,363605.16029939364,308513.457380644,279135.30707454885,336119.2763597566,350000,300000,260000,300000,87500,88000,116300,112000,1229,1075,996,1097,-15.151518441978924,20.414461317137857,-7.5592667378551734,-27485.883939637046,0,TRUE
3401800,34,447956.73076923075,320723.6498834205,304732.06156114646,505223.2727666604,450000,325000,280000,450000,77400,70400,95000,102400,292,287,313,304,-28.402984517572882,65.79262128782733,12.783944980376026,57266.541997429624,1,TRUE
3401901,34,365991.5541479135,311250.75854505575,326697.1648633295,377731.4383178046,350000,300000,300000,375000,79000,87400,116700,119700,1111,1101,766,752,-14.956846676504064,15.621278340699646,3.2076926466850813,11739.88416989107,1,TRUE
3401902,34,555721.9597726181,523425.0934341289,738277.3295582671,744919.8656289008,625000,450000,650000,625000,110000,122000,200000,201300,1016,1051,970,955,-5.811695177873476,0.8997345312781178,34.045425509853125,189197.90585628268,1,FALSE
3401903,34,573168.471682487,652949.4625518109,640999.983102685,614505.2846805234,625000,500000,500000,500000,117000,133800,150000,162130,861,924,565,678,13.919291588934325,-4.133338396347071,7.2119830451761775,41336.81299803639,1,FALSE
3402001,34,318044.98545540514,286319.716603168,271038.8764801616,307639.2953161203,275000,275000,250000,287000,95000,97000,114500,116000,1205,1167,1264,1321,-9.975088526175025,13.503752417833544,-3.2717667673285367,-10405.690139284823,0,TRUE
3402002,34,405088.99288056954,406791.170752914,357803.54214496556,421434.3384727707,350000,340000,325000,350000,106748,105000,140000,141200,1458,1357,1490,1431,0.4201985001469267,17.783724539547702,4.0350011675138715,16345.345592201164,1,FALSE
3402003,34,311612.32528294885,290743.83318947896,264978.12923583965,309466.43744957546,275000,250000,225000,275000,83000,93000,109200,112000,1537,1557,1429,1532,-6.6969405252250445,16.789426486643997,-0.6886402299475441,-2145.8878333733883,0,FALSE
3402101,34,142129.2713901769,158028.4614815363,173554.86286653185,211569.49016664695,112500,140000,150000,180000,57300,58600,69100,90000,736,693,601,655,11.186429041567756,21.9035218444725,48.85708488988239,69440.21877647005,1,FALSE
3402102,34,233760.67019400353,239963.0781669264,222574.2896873564,277557.8309581849,225000,225000,200000,240000,78000,91580,116000,119400,1073,1040,1126,1178,2.6533154477078384,24.703455798089838,18.735898013910155,43797.160764181375,1,FALSE
3402103,34,240207.09735373865,236917.1499436302,237814.21142704797,271182.97251921886,225000,215000,200000,230000,82000,87000,102800,109500,1393,1212,1117,1202,-1.3696295598058559,14.031441137153033,12.895487063758111,30975.875165480218,1,FALSE
3402104,34,371705.48431243346,349922.7833823514,382904.82078002364,435595.6117062488,350000,315000,300000,371000,111200,119020,152400,143020,1103,1103,1141,1278,-5.860204341718247,13.760806358845937,17.188373615739575,63890.12739381532,1,FALSE
3402201,34,263311.7289808313,241329.843707323,227774.4847096861,291947.59150831564,225000,235000,210000,265000,85900,91000,115800,117500,1259,1133,1322,1343,-8.348236274392676,28.17396640384127,10.875270402242132,28635.862527484365,1,FALSE
3402202,34,268535.83131209476,262339.15635544265,270586.6183419982,338220.0058814679,225000,240000,238000,300000,87000,94200,124000,126600,2197,2085,1432,1593,-2.3075784435821793,24.99509693195061,25.949674659388585,69684.17456937314,1,FALSE
3402301,34,298090.9227717882,273785.47724473773,241285.39899370458,238305.76321667907,275000,260000,175000,200000,85000,90300,91700,98100,1286,1169,406,458,-8.153701998385968,-1.234900988394766,-20.05601478877615,-59785.15955510913,0,FALSE
3402302,34,503111.65786081925,485030.9514171946,611203.8722524648,638900.6637583959,450000,400000,500000,510000,132200,130000,173100,191440,1219,1154,922,1062,-3.593776085511911,4.53151440350998,26.989834915560902,135789.0058975767,1,FALSE
3402400,34,202579.02812224138,202498.64429081418,174753.25800647715,234203.3610912462,187500,180000,165000,215000,71200,76000,88100,100000,1324,1226,665,740,-0.03968023352283737,34.01945334979995,15.610862221099154,31624.332969004812,1,FALSE
3500100,35,177780.69827415195,153576.79506483584,89815.06449292735,97760.60398249398,137500,150000,55000,74000,56000,68260,54800,44000,813,975,1497,1626,-13.614471899526329,8.846555457511597,-45.01056361487603,-80020.09429165797,0,TRUE
3500200,35,177556.93772839688,163754.25997425997,197577.62225684733,183992.95757427558,137500,125000,175000,150000,47300,49000,64000,68000,995,937,563,589,-7.773662877228948,-6.875608951762731,3.6247639366948743,6436.019845878705,1,FALSE
3500300,35,140706.94217596637,139341.57827999312,444018.96833695273,403152.49377891474,95000,96000,200000,210000,47600,50000,72000,73000,982,942,958,1062,-0.970360008439201,-9.20376773791917,186.51926304726115,262445.55160294834,1,FALSE
3500400,35,342730.62420846603,374346.9282760012,155392.53728564247,160931.4793752503,275000,290000,130000,128000,73560,76000,60000,50000,1268,1240,695,711,9.224826097916631,3.5644839748167203,-53.04432460713996,-181799.14483321575,0,FALSE
3500500,35,212965.04192643618,204286.2970040356,497556.10172174947,569643.0084026296,162500,164000,260000,350000,57600,62000,74000,84000,1632,1698,1468,1474,-4.075196963733826,14.488196694087303,167.48193189349806,356677.96647619345,1,FALSE
3500700,35,103055.76713819368,95006.37820230654,226862.92233752363,348058.8359577932,65000,83000,199000,200000,50200,45000,86000,54600,716,632,661,691,-7.810711772290461,53.42253038597287,237.73833878802745,245003.06881959955,1,FALSE
3500900,35,152832.00190911366,157699.557956778,154616.79307023043,153729.15855083754,112500,130000,135000,120000,49000,50700,63000,48400,1145,1149,652,607,3.1849062937479475,-0.5740867481255434,0.5870214552691664,897.1566417238791,1,FALSE
3501100,35,110548.23159515206,117983.95161290324,151784.2631094552,201062.8346617617,85000,90000,120000,150000,50500,57500,55300,53100,795,755,855,859,6.726222491719413,32.466192833686954,81.8779294435851,90514.60306660965,1,FALSE
3600100,36,92711.52260546929,111877.86892306847,137574.93566210102,164797.05148833466,75000,80000,116000,112000,52100,59200,75700,73400,1398,1334,1431,1471,20.673100580130594,19.787118703870675,77.75250244742811,72085.52888286537,1,FALSE
3600200,36,157660.84987630224,163487.09122489174,176116.29615433756,176008.82117015356,112500,120000,140000,150000,60900,61000,79700,82700,2021,1993,1932,2035,3.695426831176331,-0.06102500820810489,11.63762044175634,18347.971293851326,1,FALSE
3600300,36,201243.02856177118,204888.39102978035,230657.18960182488,246807.28730337202,162500,160000,175000,200000,63800,65000,83650,90000,1432,1398,1277,1450,1.8114229814873994,7.001775114587353,22.641409775650928,45564.25874160085,1,FALSE
3600401,36,125478.85425937432,155223.7485487657,167033.41321368277,182051.9597219009,112500,120000,130000,150000,56040,64200,88400,78800,2095,1927,1426,1437,23.70510510711743,8.991342641729522,45.08576827262519,56573.10546252658,1,FALSE
3600402,36,132441.91103014632,138226.5742262884,182825.07487622503,179513.724742257,95000,95000,140000,159000,61900,63700,77800,81100,964,931,1143,1067,4.3676983751958725,-1.8112122400113058,35.54147878566645,47071.813712110685,1,FALSE
3600500,36,140134.7493890792,158745.3213407938,169303.81811997376,199375.615410915,112500,125000,148000,175000,59800,66600,74820,91000,1627,1629,1697,1736,13.28048327259858,17.76203137346345,42.27421555331406,59240.8660218358,1,FALSE
3600600,36,103572.57568509533,110116.25873557614,142643.09500050457,147938.84513825073,95000,95000,105000,120000,60000,65300,85000,76200,1248,1209,1230,1272,6.317968832190077,3.7125877966454857,42.83592365999251,44366.2694531554,1,FALSE
3600901,36,76076.53117275474,94528.26465216669,199556.71160196047,243781.92792162352,75000,69000,170000,200000,52000,51530,105200,115000,400,362,1134,1185,24.254172995232548,22.161728345110976,220.44301200858257,167705.39674886878,1,FALSE
3600902,36,108562.52667520274,122031.14405309776,150595.46185019563,155434.36330241102,75000,73000,100000,125000,52000,52000,73000,80000,427,431,476,468,12.406322688297792,3.2131787988597362,43.174968437718285,46871.83662720828,1,FALSE
3601300,36,113237.14025449059,128429.84313828529,146747.4837349314,192570.7926413809,95000,100000,130000,160000,60100,74200,78000,88500,1277,1220,1367,1430,13.416713676847035,31.225958864970874,70.05974559989315,79333.6523868903,1,FALSE
3601700,36,179171.5976331361,173142.90440536305,204949.95668374962,229194.64659787415,137500,130000,180000,200000,67000,74500,103800,107000,1318,1312,1119,1089,-3.364759430296048,11.82956576640588,27.919072903040732,50023.04896473806,1,FALSE
3601900,36,175994.22414375463,167595.4907738861,225749.81985477966,253426.08796993212,137500,130000,200000,225000,56050,62200,107000,116000,1829,1960,1219,1285,-4.772164206370961,12.25970772998005,43.99682103370053,77431.86382617749,1,FALSE
3602100,36,186354.33000089886,205040.00634853455,253496.91574449436,383620.27005065145,162500,158000,220000,250000,76000,75900,80000,96000,1153,1116,1196,1151,10.02696119137428,51.33133629022594,105.85530266390971,197265.9400497526,1,FALSE
3602201,36,236410.19178268407,245770.39584685268,152594.3989930774,156927.86585697194,225000,225000,120000,130000,79400,87100,76680,77800,1133,1173,737,796,3.959306489109751,2.8398597147010203,-33.620515818867425,-79482.32592571212,0,FALSE
3602202,36,277109.44277610944,270388.04328503506,146468.75301076594,177575.4729031434,225000,250000,125000,150000,93500,91700,84000,90000,723,689,1202,1226,-2.4255396798242392,21.237785707161052,-35.91864964103172,-99533.96987296603,0,FALSE
3602300,36,198049.24204447475,210897.97908154601,265888.6441119063,319964.73496338254,187500,180000,210000,290000,79600,80000,103130,106300,1273,1244,530,665,6.487647670060708,20.337871529675738,61.55817192752999,121915.49291890778,1,FALSE
3602401,36,186623.52025307072,220782.0446672072,157078.10328751468,191043.62749969884,187500,185000,120000,150000,79400,80800,87000,83400,397,387,822,852,18.30344019222006,21.623334825996654,2.3684620462813233,4420.107246628118,1,FALSE
3602402,36,266005.42440216977,250054.2754285217,137298.77247505926,161869.1728123888,225000,220000,100000,140000,82430,91000,68500,84000,1533,1546,1892,2002,-5.99655026189682,17.895571747950502,-39.14816843446729,-104136.25158978096,0,FALSE
3602500,36,239950.08594457735,266780.5556584798,112000.96665686947,123460.91264640195,225000,200000,90000,100000,72000,69530,65700,75000,1253,1114,2424,2486,11.181687894914793,10.23200632244686,-48.547252166886736,-116489.1732981754,0,FALSE
3603101,36,247899.9848174296,243350.06039076377,430426.52171085996,479516.54055406165,225000,200000,375000,450000,71630,69600,131500,145000,785,826,769,856,-1.835387134055976,11.404970736486824,93.4314521669738,231616.55573663206,1,FALSE
3603102,36,318921.6814880901,275014.83867991547,574525.5339529627,594021.9730941704,275000,240000,495000,550000,82000,77600,166500,170000,1112,1125,1020,1107,-13.767280607359485,3.393485230684965,86.25951372213426,275100.29160608037,1,TRUE
3603201,36,411814.25210012455,351787.1573503955,1292394.8249113476,1313537.4474192113,350000,300000,1100000,1000000,90000,97000,215400,215500,1143,1069,1368,1469,-14.57625481478835,1.6359259647541506,218.96357173666988,901723.1953190868,1,TRUE
3603202,36,377136.7986237328,318245.15260754625,1003484.065126176,1086869.3774580548,350000,300000,750000,800000,90300,100000,184000,180500,1053,1039,1175,1311,-15.615460021694256,8.309580114896406,188.18969175755723,709732.578834322,1,TRUE
3603301,36,355455.0707162057,298420.7156965261,665080.0426629626,794422.9795141199,350000,290000,525000,650000,82700,93330,166000,171100,758,792,934,965,-16.0454470109995,19.447724868313852,123.49462561145596,438967.9087979142,1,TRUE
3603302,36,334407.0689407368,303717.68537699356,638005.5694915254,780392.8346993035,350000,275000,565000,675000,91000,93000,169000,171200,837,809,891,970,-9.177253238382349,22.31755834377076,133.3661298402767,445985.7657585667,1,FALSE
3603303,36,392503.42707820167,370545.59837773396,549254.0368643675,631296.5388399196,350000,350000,500000,600000,98000,114700,155000,163000,913,821,1120,1190,-5.594302415120792,14.937077648791426,60.83847816038081,238793.11176171794,1,FALSE
3603701,36,436754.22871851444,449947.346196323,590874.6062672512,411978.0565640005,350000,350000,350000,330000,117100,95000,130600,126000,311,280,285,348,3.020718887260378,-30.276567617857015,-5.672795024151224,-24776.172154513944,0,FALSE
3603702,36,451847.0422382476,427405.3635505188,561453.107085532,465820.285668432,450000,410000,500000,425000,77000,92000,112000,121100,518,479,666,481,-5.409281549494194,-17.03309149245322,3.0924720367687377,13973.243430184433,1,FALSE
3603703,36,407264.9761509273,349056.66184174246,426317.0983717533,375259.95035076066,450000,400000,450000,400000,71000,74990,103500,86500,439,398,449,374,-14.29249204272689,-11.976331283919142,-7.858526432262122,-32005.02580016665,0,TRUE
3603704,36,455265.1898890564,464425.72437825194,515522.38687977474,592952.4233281965,450000,475000,500000,615000,80000,76300,110800,109000,374,378,500,507,2.0121315428108817,15.019723375559106,30.243303572735957,137687.23343914014,1,FALSE
3603705,36,417484.8178137652,395864.5645360433,459606.13390219887,495297.2956585011,450000,425000,400000,425000,54000,76300,105000,95000,109,88,86,117,-5.178692099736762,7.765597350338469,18.638397020570718,77812.4778447359,1,FALSE
3603706,36,339109.57675753225,297394.13779210317,499433.25078793336,309822.0404553996,225000,300000,600000,200000,51800,68000,132000,86200,76,92,82,76,-12.301462956104057,-37.96527564662399,-8.636599585942575,-29287.53630213265,0,TRUE
3603707,36,420610.39136302297,446308.37077716755,633501.1806215227,1806204.9457177322,450000,475000,550000,550000,85000,78800,33800,116000,54,45,67,44,6.109687240695159,185.11469291117652,329.4247081876828,1385594.554354709,1,FALSE
3603708,36,339739.07295069215,322040.8774745853,427061.47804815246,470586.3221493765,450000,350000,390000,350000,87900,93000,158600,64700,63,66,81,51,-5.209349434669074,10.191704552738068,38.514041985884504,130847.24919868435,1,FALSE
3603709,36,375081.82936272945,359296.7513290018,558836.3990427479,673289.46502266,350000,375000,450000,600000,61700,74000,91200,109000,373,333,369,337,-4.208435812672337,20.4806032992774,79.50468732825327,298207.63565993053,1,FALSE
3603710,36,404310.31273268803,355632.75002897205,469032.4098274961,555278.4141095497,350000,382000,400000,400000,81000,78800,84000,94000,92,86,95,95,-12.03965399119053,18.388069241051753,37.33966130037229,150968.10137686168,1,TRUE
