puma_geoid,STATEFIP,mean_val_2007,mean_val_2009,mean_val_2019,mean_val_2021,med_val_2007,med_val_2009,med_val_2019,med_val_2021,med_inc_2007,med_inc_2009,med_inc_2019,med_inc_2021,n_hh_2007,n_hh_2009,n_hh_2019,n_hh_2021,pct_chg_0709,pct_chg_1921,pct_chg_0721,abs_gain_0721,recovered_07,decimated
1700600,17,116852.31053880243,102591.4668062201,131228.4859779374,148986.14839243944,85000,90000,100000,115000,64000,60600,74400,79500,1055,1007,1001,977,-12.204160676691817,13.531865648048024,27.499531421731305,32133.837853637015,1,TRUE
1700700,17,85485.81994629481,103195.65988574784,142453.99728440275,136321.6795994689,75000,75000,95000,120000,51700,54700,73160,75200,1338,1267,1265,1351,20.71669892220601,-4.304770523701752,59.46700831215159,50835.85965317408,1,FALSE
1700800,17,93133.58709755029,96380.36734443686,131613.7655479119,135641.5044497198,75000,80000,100000,100000,50900,51500,66000,66000,1678,1790,1713,1528,3.4861539730943862,3.0602717618786337,45.64187708956782,42507.917352169505,1,FALSE
1700900,17,106626.80247669818,107349.01480887375,127722.917629545,143864.0946887281,85000,85000,100000,115000,53100,52000,73000,70500,1775,1697,1699,1664,0.6773271967274775,12.637651377491949,34.9230131140504,37237.29221202992,1,FALSE
1701300,17,134802.09805818019,134793.46896905455,180693.4837906416,200550.50496829613,112500,105000,150000,180000,68000,70400,95000,100000,712,761,1612,1637,-0.0064013017971808655,10.989339936940747,48.77402344415969,65748.40691011594,1,FALSE
1701500,17,117033.04398294179,136735.45932521333,148634.533488192,140060.65588615782,95000,100000,120000,130000,60004,67010,81200,80000,1033,971,975,923,16.834916594276812,-5.768429045942628,19.676162491827892,23027.611903216035,1,FALSE
1701900,17,148329.06263899902,157524.3939980735,170873.6434029024,187195.06347621785,137500,145000,150000,160000,70800,75200,86000,88200,1402,1322,1264,1337,6.199278277281328,9.55174815043372,26.202552720103345,38866.00083721883,1,FALSE
1702000,17,177021.4070288798,176333.64093803964,206136.60329951646,212124.72072483195,162500,160000,185000,200000,75000,82000,104700,105000,1460,1432,1450,1415,-0.38852142369874804,2.9049267958562197,19.82998230842516,35103.31369595215,1,FALSE
1702100,17,189350.865640651,166280.6051958276,187809.02523986428,209223.37116633932,162500,150000,169000,180000,75200,70400,90800,101600,1390,1290,1210,1222,-12.183868484977513,11.402192146583614,10.495069805174404,19872.50552568832,1,TRUE
1702200,17,108042.0993615223,118601.91517836541,125271.23636254345,124493.29835810745,85000,90000,95000,109000,55300,55700,64300,74000,2144,1967,1975,2016,9.773797324604601,-0.6210028950178117,15.226656177364156,16451.198996585154,1,FALSE
1702300,17,172967.3272456447,161352.6617477588,174680.92141080915,198336.21917656658,162500,155000,150000,160000,65600,74000,80220,90300,976,891,941,952,-6.7149476625669235,13.5420042296008,14.666869364809859,25368.891930921876,1,FALSE
1702400,17,166613.70926587447,156500.78765884452,151801.16177924216,183173.3320146559,137500,125000,140000,155000,64000,66400,82004,90900,1271,1213,1192,1174,-6.069681571575969,20.666620642229947,9.93893168920233,16559.622748781432,1,FALSE
1702700,17,164558.50788982073,164709.74548209677,158111.1898866154,168539.7579059709,137500,140000,140000,140000,63000,65500,88300,89000,1154,1048,1098,1133,0.09190505809477839,6.595717878560037,2.4193522821778415,3981.250016150181,1,FALSE
1703005,17,200912.2022790071,176058.8490912449,210515.6049122721,240392.75473028558,187500,175000,179000,200000,60000,65000,77000,91200,695,688,592,727,-12.370255716598194,14.192368223944323,19.650649389852283,39480.55245127849,1,TRUE
1703102,17,196718.07281132622,181081.8638427893,183576.9631386383,239617.74243179406,187500,175000,170000,200000,62100,66900,87300,101800,866,862,914,898,-7.948537084100928,30.527130602347675,21.80769108164924,42899.669620467845,1,FALSE
1703202,17,458222.3878551112,441406.1830919022,475783.22492297157,511362.8755316261,450000,386000,390000,400000,112250,127000,155700,152000,937,967,1029,1108,-3.6698784714391306,7.4781221247165295,11.597095446440251,53140.487676514895,1,FALSE
1703203,17,405768.40160494583,355057.68947057833,399345.97184344364,407890.4982685224,350000,340000,360000,380000,116200,102000,151900,150000,904,846,890,928,-12.497452224912083,2.139630052016268,0.5229822369565913,2122.096663576551,1,TRUE
1703204,17,500739.6461780866,548088.2797417822,517150.885105023,561050.5556740994,450000,400000,400000,410000,106400,120000,131200,158000,1105,1117,1214,1303,9.455738910446938,8.48875479738592,12.044364762474467,60310.909496012784,1,FALSE
1703205,17,426934.886250432,407533.4917634351,422838.8651905275,476609.6204046678,350000,325000,349000,360000,95400,94800,120000,130000,932,908,1087,1132,-4.544345077393473,12.716606641613147,11.635201468426624,49674.734154235804,1,FALSE
1703401,17,445309.02895066264,475971.8890513517,478356.2246431679,395216.51123681397,350000,350000,380000,350000,98000,110000,152530,138000,910,920,842,897,6.885748571715195,-17.38029299574233,-11.248933764466429,-50092.517713848676,0,FALSE
1703407,17,317957.4812366591,288733.665950261,291784.7959012114,295084.7236589154,275000,230000,250000,275000,74300,73100,104100,102500,1279,1164,983,1162,-9.191107934537484,1.1309457531917584,-7.193652902514754,-22872.75757774373,0,FALSE
1703408,17,342506.9409685291,300226.50136211416,344663.2958491053,330542.02657532436,275000,250000,250000,300000,81000,80100,111000,104200,1094,1164,1051,1057,-12.344403732915833,-4.097120129659314,-3.4933348677170644,-11964.91439320473,0,TRUE
1703409,17,377679.3942048736,345312.4096706364,410119.8229618818,421972.20518470404,350000,250000,300000,300000,83500,80000,106000,110000,1207,1185,1145,1147,-8.569963050904386,2.8899803323878435,11.727621802899751,44292.81097983045,1,FALSE
1703410,17,366842.66518400714,313221.96304427367,319320.35187695373,315802.1548001931,350000,300000,290000,300000,95000,88000,113000,111000,1301,1252,1158,1136,-14.616811845709794,-1.1017766503390096,-13.913460790666836,-51040.51038381405,0,TRUE
1703411,17,243470.30531958007,216850.8572517035,201352.64276744108,245264.52843960997,225000,210000,185000,225000,73500,66000,87800,89000,1302,1218,1082,1033,-10.933344841760384,21.808447641229314,0.736937146267096,1794.2231200298993,1,TRUE
1703412,17,228903.16647611474,198150.03342372453,191267.34525791474,200475.23397363565,225000,180000,175000,200000,70000,66000,83200,95900,722,702,564,633,-13.434996783060752,4.814145720119929,-12.419195828575592,-28427.93250247909,0,TRUE
1703413,17,152222.21743365197,145973.1027128804,131803.3583734707,148747.41238305482,137500,140000,110000,130000,59000,58000,70000,73800,1090,1077,763,877,-4.105257974904559,12.855555593335032,-2.2827187181869077,-3474.805050597148,0,FALSE
1703414,17,203796.4755504192,196572.96926383386,172360.9849413842,199401.65425074872,187500,175000,150000,170000,75000,71000,97500,80000,1147,1061,725,825,-3.544470662250614,15.688393355700764,-2.1564756150963067,-4394.821299670497,0,FALSE
1703501,17,389429.50747506897,335485.33428942156,421552.48928015784,365793.0078339747,350000,275000,300000,330000,85000,91400,119000,120500,483,455,469,487,-13.85210215204375,-13.227174044541377,-6.069519434812586,-23636.49964109424,0,TRUE
1703502,17,600753.1472401323,761900.6791246837,832980.841925404,844238.640743953,625000,540000,570000,600000,152000,165000,225300,250000,765,652,939,801,26.824250963122747,1.3515075319771974,40.53004043714063,243485.49350382062,1,FALSE
1703503,17,442860.84855138435,426813.3569393786,543240.0293613898,559570.1878378051,450000,350000,390000,450000,86600,97200,152000,134000,608,640,755,817,-3.623596817035811,3.006066856967881,26.353501256248265,116709.33928642079,1,FALSE
1703504,17,467751.3582614254,402637.20328010357,421529.7571157495,480052.3607667493,450000,380000,350000,400000,77300,88470,132000,141680,678,690,704,803,-13.92067683637375,13.883386086769153,2.629816522830683,12301.002505323908,1,TRUE
1800300,18,220115.99005799502,192546.63923516427,162076.24527071102,206729.8937784522,162500,165000,150000,165000,77000,74000,83700,77000,1288,1278,906,938,-12.524919618773229,27.551013680726356,-6.081382945426139,-13386.096279542806,0,TRUE
1800500,18,98176.4964860502,105947.26262461186,234930.81095062196,247742.8604438009,85000,90000,160000,180000,49630,52900,85000,80000,631,637,1242,1275,7.915098232972499,5.453541594368302,152.34436887753725,149566.3639577507,1,FALSE
1800600,18,181842.18843768752,155175.0065330493,266616.7974549311,227811.6245215258,137500,148000,175000,170000,70020,73000,83000,89400,1345,1451,1858,1801,-14.665013731825136,-14.554661710676685,25.279851985278317,45969.436083838285,1,TRUE
1800700,18,154382.13588018232,145979.1719053606,164810.25959810268,184059.27169878027,137500,129000,135000,170000,63900,56000,77400,83000,1300,1363,1065,1199,-5.4429639329147275,11.679498683890905,19.22316701307378,29677.135818597948,1,FALSE
1800800,18,165730.20173516253,164317.9294500356,209296.59469438536,199484.3884153875,137500,120000,160000,175000,57500,54000,71700,82000,1588,1489,1199,1214,-0.8521514306630434,-4.688182477753937,20.36694961257834,33754.186680224986,1,FALSE
1800900,18,98155.73635018883,100757.37143835031,164233.57788888266,213060.60202095608,95000,92000,135000,165000,51720,53000,77300,82800,1276,1121,1370,1485,2.650517621180754,29.73023224587414,117.06383135960876,114904.86567076725,1,FALSE
1801100,18,136115.89455421187,132460.53108651738,151100.95680253988,165146.21022772355,112500,115000,125000,143000,60000,57800,66000,76000,1437,1407,1512,1645,-2.685478782375885,9.295277622588548,21.32764565709816,29030.31567351168,1,FALSE
1801200,18,160716.10488378,170787.6414129111,204761.24181133715,258674.42926399296,137500,145000,170000,200000,57400,59290,87740,86000,1204,1281,1016,1088,6.26666290625585,26.32978144483531,60.95115635800805,97958.32438021296,1,FALSE
1801300,18,132094.65593058488,121926.660351381,130932.20049890199,168178.7351973062,112500,100000,110000,150000,60800,53000,75000,80000,1112,1059,1110,1217,-7.697507145593471,28.44719217769243,27.316835047197777,36084.079266721325,1,FALSE
1801400,18,121752.1881721575,121968.33642870084,126034.95292257697,148821.519620616,112500,100000,100000,130000,60000,64000,70000,72000,1404,1448,1253,1281,0.17753131158325167,18.079561399159463,22.23313753522234,27069.331448458484,1,FALSE
1801500,18,123944.04725297252,110677.18683176687,138868.5265542196,152765.10541598283,95000,90000,100000,120000,56500,55000,59240,63000,997,951,1099,1279,-10.703910930169723,10.007003895398485,23.25328146190506,28821.05816301031,1,TRUE
1801600,18,105489.74117766703,106525.0775968366,123772.72893977822,142624.42630783733,85000,80000,110000,119000,55000,54700,73000,74700,1035,940,1300,1288,0.981456971655516,15.230897411360653,35.20217673833102,37134.6851301703,1,FALSE
1801700,18,143386.65717891572,124401.0249024825,153061.60169742425,174309.34464488458,112500,110000,130000,140000,70000,58654,73500,77000,822,854,688,689,-13.240864003645212,13.88182451498408,21.565944889407664,30922.687465968862,1,TRUE
1802100,18,116450.64940070143,114675.32033235849,185601.35695225117,242800.692673342,112500,92000,164000,185000,60100,56500,84700,82870,839,839,1052,1030,-1.524533420362569,30.818382290063894,108.50093487918285,126350.04327264059,1,FALSE
1802200,18,119185.04459493746,109707.6777018957,241307.7241988372,302153.3514431706,95000,95000,225000,275000,53000,55900,110000,106000,1403,1278,1016,987,-7.951808824044629,25.21495217210565,153.51616259411543,182968.30684823316,1,FALSE
1802301,18,188678.76876876876,218659.9579076477,200816.84500091022,257573.44967807524,137500,165000,150000,200000,76160,81500,83600,103100,714,654,532,527,15.890070374384178,28.262870416526937,36.514273099661196,68894.68090930648,1,FALSE
1802302,18,244617.02008834132,247730.93364848895,294574.85980502114,379715.84357160144,187500,195000,200000,300000,80000,85000,115000,128100,709,744,771,856,1.2729750198997056,28.903004086273704,55.228709529071345,135098.82348326012,1,FALSE
1802303,18,202312.32954808092,188606.04191298687,249664.4623309723,246680.17602466914,137500,150000,200000,205000,76600,80000,100000,88500,587,592,551,556,-6.774815783946897,-1.1953188204843486,21.930372002386488,44367.84647658822,1,FALSE
1802304,18,110183.86203232905,110876.41903973755,143099.11078996654,174259.58091723773,112500,110000,117000,140000,56000,56800,69300,67300,749,630,670,685,0.6285466806430273,21.77544637087712,58.15345160628715,64075.71888490868,1,FALSE
1802305,18,98963.05422331735,93234.38395836702,182408.38446980558,220127.86133838346,75000,70000,100000,175000,50800,44400,67000,69500,713,612,660,731,-5.7886959026377305,20.67858721418678,122.43438530266951,121164.80711506611,1,FALSE
1802306,18,144692.0771960226,139505.76231826772,187122.81014321945,219645.40448347502,137500,125000,160000,195000,67000,70000,80000,103000,954,883,742,815,-3.5843806919218495,17.38034733198135,51.80195677604991,74953.32728745241,1,FALSE
1802307,18,140676.10877306573,132275.81583640317,156749.1413690289,226608.60904064227,137500,125000,150000,198000,67300,70000,74800,76000,899,812,731,660,-5.971371407645096,44.5676876195103,61.085354874437236,85932.50026757654,1,FALSE
1802400,18,185190.28624832595,180113.28645409713,203784.56517127145,253976.71747442774,137500,150000,180000,220000,79000,77540,96000,87800,1083,1011,873,910,-2.741504372114286,24.63000682165115,37.14364971274166,68786.43122610179,1,FALSE
1802500,18,186545.5957094648,181282.17650744572,207776.7494830884,247853.42038878173,162500,157000,190000,240000,75000,80300,95200,91100,1837,1750,835,853,-2.8215188796076363,19.288332792478922,32.86479342819796,61307.824679316924,1,FALSE
1802600,18,137292.47117189594,134223.75293465937,131154.27106985883,174032.08402800933,112500,100000,100000,125000,56000,57000,67000,72050,925,928,1080,1011,-2.2351686228987857,32.692654694647175,26.760107486239242,36739.61285611338,1,FALSE
1802700,18,112609.08677610006,121861.22880530148,163234.12275040642,175069.36049466374,95000,95000,140000,145000,56300,59600,76600,70000,1245,1156,1493,1461,8.216159365182847,7.25046794434888,55.46645968522332,62460.27371856368,1,FALSE
1802800,18,101054.07895669437,104415.24286967305,249131.88192148219,266804.0374687868,85000,90000,189000,240000,54390,55000,90000,95000,856,876,724,799,3.326104149065639,7.093494181075664,164.02104716933079,165749.95851209245,1,FALSE
1802900,18,184676.2261537493,188072.6868750992,198095.5927554736,213998.1205788127,137500,150000,170000,180000,67400,64000,87300,89300,691,719,914,904,1.8391434523479089,8.027703999941561,15.877460264242085,29321.894425063394,1,FALSE
1803000,18,168144.7184712845,148571.02960491474,157332.8468304998,216727.9055616405,137500,120000,130000,175000,63600,61500,76000,80000,1110,1090,756,886,-11.640977512899113,37.751213384659025,28.893674170713236,48583.18709035602,1,TRUE
1803100,18,132364.7940113792,132606.05375791815,218950.09692330632,227124.0190517174,112500,100000,179000,200000,56900,56400,86000,87000,1135,1031,1168,1123,0.18226881879044066,3.7332352181027915,71.58944774408205,94759.22504033818,1,FALSE
1803200,18,165859.48488492979,167587.177641716,191760.48957966937,249707.86094245338,162500,150000,165000,210000,66110,66600,88400,93600,1103,1136,1138,1136,1.0416605103921888,30.218618804010205,50.55386257571946,83848.3760575236,1,FALSE
1803300,18,151235.08472320795,140491.4550768711,206465.4791433762,179603.39980623283,137500,125000,150000,150000,63700,61170,80000,70400,932,924,1137,1149,-7.103926754826745,-13.010445837528842,18.757760565245075,28368.315083024878,1,FALSE
1803400,18,165341.52170458296,168080.6973985357,153175.45156314073,187197.02478145948,137500,140000,135000,150000,64000,71200,75000,86800,869,905,1392,1520,1.6566774429757867,22.21085224240038,13.218399620106267,21855.503076876514,1,FALSE
1803500,18,135816.34105878274,114715.30744892203,230831.0350745662,268921.64247294987,112500,92000,175000,200000,52780,52600,84000,87200,957,958,1330,1336,-15.536446826179743,16.501510460271998,98.00389288690803,133105.30141416713,1,TRUE
1803600,18,137332.25571220223,135184.72803198668,183768.6454946213,204212.8907409647,112500,110000,167000,180000,60700,68000,76000,74800,1217,1118,787,877,-1.5637460180629148,11.124990985985029,48.69987366181448,66880.63502876248,1,FALSE
1900100,19,131220.4773151499,134857.4764479053,210030.00300203214,206308.84518755955,112500,100000,168000,180000,57000,59700,85000,86800,1553,1466,1314,1283,2.771670403256094,-1.7717267825000171,57.2230564990792,75088.36787240964,1,FALSE
1900200,19,132402.37695196678,118530.75965002563,161605.44812436635,168772.36959361305,112500,95000,130000,125000,60200,57000,80000,76004,1358,1246,1157,1196,-10.476864253708621,4.434826642559275,27.46928981104369,36369.99264164627,1,TRUE
1900400,19,136032.50972236908,144236.85042982711,179541.44903832878,189503.16335625158,112500,125000,140000,165000,61000,73300,78000,80000,780,725,1406,1379,6.031161759936945,5.548420362696393,39.30726099445758,53470.653633882495,1,FALSE
1900500,19,155142.44144037625,168329.9452833232,203963.44560309098,255119.43115575606,137500,145000,175000,185000,60000,70000,95020,89600,1752,1664,748,749,8.50025545589672,25.08095771838139,64.44206291145842,99976.98971537981,1,FALSE
1900600,19,140916.10681480123,136438.48399881177,139270.57870370374,156739.46878451586,112500,110000,100000,125000,60200,60950,75000,79950,1902,1807,1510,1554,-3.177509595744198,12.543130245747706,11.228923596725862,15823.361969714635,1,FALSE
1900700,19,206978.74110548958,211499.32391060313,213950.9344972018,226273.10106211778,187500,187000,165000,200000,72000,81200,84100,89000,615,701,1355,1505,2.184080732624405,5.7593422500695635,9.321904198264772,19294.359956628206,1,FALSE
1900800,19,167496.04321497385,172469.35523645123,154320.3826776717,178012.3526335587,137500,150000,130000,150000,77000,77500,76600,85600,1384,1354,1038,1101,2.969211645850256,15.35245671686307,6.278541998205675,10516.30941858486,1,FALSE
1900900,19,103340.57961169006,102097.54981733643,243507.23088153204,242221.57992199535,85000,80000,200000,210000,61340,60500,98100,100000,987,970,1027,997,-1.202847709026217,-0.527972395268284,134.39154379834235,138881.00031030527,1,FALSE
1901000,19,128001.77628657424,115535.83871335455,214674.08887229275,265252.8738940473,95000,90000,185000,200000,57500,64000,89400,95200,1540,1588,1307,1197,-9.738878580333585,23.560731193713504,107.22593200596773,137251.09760747303,1,TRUE
1901100,19,116393.97749042146,130097.10951993491,325330.35743808484,327284.5983495477,95000,100000,275000,300000,60000,73300,109000,115000,654,618,657,592,11.773059332594025,0.6006942994352407,181.1868838973918,210890.62085912627,1,FALSE
1901200,19,146430.10857502776,136239.7689550893,207196.8257785259,179886.28401052605,112500,120000,125000,145000,63250,63000,73300,79500,1727,1653,1175,1214,-6.959183271189845,-13.180965328683305,22.847879962033936,33456.1754354983,1,FALSE
1901300,19,96995.76686258047,117940.30632430947,240862.01356343387,237532.7428449835,75000,85000,197000,215000,55500,55000,100000,100180,1844,1892,737,707,21.593251065690676,-1.3822315396253066,144.8898034710215,140536.97598240303,1,FALSE
1901400,19,132056.86630823297,138217.5137798156,226026.40254140424,251244.77901744438,112500,125000,170000,200000,59024,61000,88500,101000,975,901,1402,1427,4.665147404908966,11.157270209359968,90.25499093020711,119187.9127092114,1,FALSE
1901500,19,218700.40001034955,215686.55780847472,287517.55812965904,306711.36603295157,187500,180000,260000,275000,87200,97000,132000,125000,1309,1301,999,989,-1.3780689023578376,6.675699400116943,40.242709212437234,88010.96602260202,1,FALSE
1901600,19,189658.02072433304,189260.73915916833,261432.45248691217,272077.78480212414,162500,160000,250000,250000,72900,81000,112600,124800,1201,1190,703,704,-0.2094725884238544,4.071924588530147,43.457041132780674,82419.7640777911,1,FALSE
1901700,19,166185.89810268785,158737.6125477737,188643.10458975504,199047.543341661,137500,140000,150000,175000,70000,68300,72000,82450,1133,1090,914,950,-4.481899872341627,5.5154089912444135,19.77402752829703,32861.64523897314,1,FALSE
1901800,19,124833.2110452943,139226.99768847795,140970.38957465702,180017.484070774,95000,105000,100000,130000,57300,65000,70650,79000,1102,1171,1308,1324,11.530414480775493,27.698791649744205,44.206403539084405,55184.27302547969,1,FALSE
1901900,19,179633.53176815723,172662.35759724595,172084.77004353885,161834.1867092707,137500,140000,125000,125000,76000,73750,81000,77300,993,1053,1654,1645,-3.8807755446842633,-5.9567057164179475,-9.908698495033288,-17799.345058886538,0,FALSE
2000100,20,96483.2876118972,105020.43909101473,136318.9112521951,222404.80377448435,85000,85000,125000,130000,58300,61000,76000,77000,1148,1171,1355,1359,8.848321497354144,63.150366835770214,130.51122041892359,125921.51616258714,1,FALSE
2000200,20,112423.5558249084,108436.63317663687,156857.34788222885,163413.8765920389,85000,90000,135000,130000,55250,60000,77000,74000,1130,1057,1691,1619,-3.5463409950143157,4.179930872433726,45.35554883759793,50990.3207671305,1,FALSE
2000300,20,148045.14015289408,152038.08048303865,216528.72414700466,237980.9926733381,137500,150000,190000,200000,60000,69000,90250,96500,1167,1128,604,604,2.6971100341563723,9.90735460657366,60.748939429935014,89935.85252044402,1,FALSE
2000400,20,152258.55032561047,141625.96894733794,210733.6047333098,247749.9199583215,137500,120000,180000,200000,63100,65000,87000,94080,1451,1360,885,840,-6.983240911945087,17.56545439055961,62.71658926772864,95491.36963271102,1,FALSE
2000500,20,119151.49680457449,126178.89971504734,128957.55147439214,171380.6218364775,95000,100000,100000,145000,47000,51000,62600,79300,837,737,896,883,5.8978721198935515,32.89692606369746,43.83421646608961,52229.12503190302,1,FALSE
2000601,20,239087.64201767332,239416.63479365676,312623.9460063324,366905.04221388366,225000,205000,280000,350000,92000,94000,114000,145000,980,960,778,748,0.13760342157672875,17.36306412255821,53.46047964568662,127817.40019621034,1,FALSE
2000602,20,289495.92592090456,286991.6851678848,346376.00925125275,401473.72124594613,225000,200000,250000,300000,95000,90000,110000,116000,677,678,907,967,-0.8650348860881572,15.906907673483483,38.68026638676632,111977.79532504157,1,FALSE
2000603,20,204794.04287648416,196358.78292130842,280115.70442741143,292062.5388849949,187500,187000,250000,290000,87100,91000,110000,112200,968,1055,1090,1045,-4.1188990835359585,4.2649641804282945,42.61280981749275,87268.49600851076,1,FALSE
2000604,20,361321.1233490243,379881.3514370978,433766.44618650986,477960.45271877304,350000,300000,360000,400000,126500,138000,160600,155000,964,926,1030,1062,5.136768068260704,10.188433642297163,32.28134803983742,116639.32936974877,1,FALSE
2000700,20,244297.38255699805,220779.44699892754,274006.2109903401,289430.95538975537,187500,180000,200000,240000,79200,87500,93000,92000,766,728,457,419,-9.626765261221514,5.629341153861311,18.474849120508697,45133.572832757316,1,FALSE
2000900,20,121579.73807208874,122177.66474484204,130921.54542258564,154769.58649579025,112500,100000,100000,116000,55600,62600,70600,63500,1303,1286,1395,1238,0.4917979609388243,18.215520597643756,27.298831984670112,33189.84842370151,1,FALSE
2001000,20,114346.52800841359,116010.84092941317,149691.26739333716,177100.14398557454,95000,90000,130000,150000,54000,53800,75100,83000,947,857,919,913,1.4554993054770518,18.31027091260861,54.88021111803548,62753.61597716095,1,FALSE
2001100,20,90882.76193208036,90251.82712857181,120499.63029551037,152214.02979036942,65000,70000,80000,120000,56400,57260,66190,76400,1289,1236,1304,1259,-0.6942293456927232,26.31908447941576,67.48393925805632,61331.26785828905,1,FALSE
2001200,20,92344.33261442608,89569.14908818119,135261.0678134151,147337.5852472918,85000,80000,120000,120000,60000,55000,75500,80000,1278,1329,1047,960,-3.0052559238609375,8.928302599633147,59.552385160965095,54993.252632865726,1,FALSE
2001500,20,88961.79343293709,94276.01102416175,118638.87508969476,124675.42727150423,65000,78000,85000,95000,49300,45000,60880,75000,1017,1012,1080,978,5.973595389835218,5.088173819286171,40.144912170064885,35713.63383856714,1,FALSE
2100100,21,115152.64321707761,127500.13399883726,164912.79869405602,207895.41975408644,95000,100000,131000,160000,52400,52000,71900,71300,1572,1532,1389,1408,10.722715898481843,26.063847924727295,80.53899063539228,92742.77653700883,1,FALSE
2100200,21,96066.64602758353,107271.35343974415,127480.19332091002,144892.79854554732,75000,80000,100000,125000,44100,48700,60000,75600,1033,996,896,982,11.663473094442613,13.65906716253872,50.82529112543847,48826.1525179638,1,FALSE
2100300,21,145255.87224793158,121936.46307508013,185160.50810792396,166254.44906765295,112500,100000,150000,150000,50500,56000,69000,65000,786,739,642,688,-16.054021646056732,-10.210632512010221,14.456267064976021,20998.576819721377,1,TRUE
2100400,21,139201.89555567267,137550.76728910307,146311.0065552086,173015.27043529047,112500,120000,125000,135000,58300,58000,62400,70300,1254,1194,1464,1461,-1.1861392116670206,18.25171223191973,24.29088680483838,33813.3748796178,1,FALSE
2100500,21,108096.71623672226,111035.97071632561,216240.2502810244,302110.2894042232,95000,90000,190000,250000,47000,45110,73500,95300,935,872,657,652,2.719096917955065,39.71047897493767,179.48146800558524,194013.57316750096,1,FALSE
2100600,21,108344.72356490139,106546.24227027177,141147.68304098945,137165.42641908044,85000,90000,102000,120000,42000,45600,56300,58000,1489,1584,760,787,-1.6599620502536763,-2.8213404117675496,26.60092887395174,28820.70285417905,1,FALSE
2100700,21,103525.45769764237,96120.71279637421,126289.28845769439,182669.69701274167,85000,75000,100000,135000,40000,41300,60000,58800,743,746,630,574,-7.1525835924285825,44.64385637419608,76.44906004303682,79144.2393150993,1,FALSE
2100800,21,83460.60847780839,77816.09475858508,136413.8152796125,125927.21342936001,65000,60000,110000,100000,36000,36500,56200,58000,745,722,647,731,-6.763087188280142,-7.687345910498657,50.88221344904669,42466.60495155162,1,FALSE
2100900,21,75330.43359772803,69861.44041891496,116351.62313458124,143788.73541560982,55000,50000,80000,90000,38000,38800,44900,49700,651,787,718,607,-7.260004911186399,23.581202858934503,90.87735002755447,68458.30181788179,1,FALSE
2101000,21,86253.61835263121,84659.4340324952,95481.35451505017,105382.81100213848,65000,60000,70000,80000,41500,44700,43900,44200,1093,1015,777,664,-1.8482521088199324,10.370041918003576,22.177843683381806,19129.19264950727,1,FALSE
2101100,21,149722.71536235843,130970.36738609112,123756.19659927249,125353.64896097213,137500,115000,85000,100000,51000,60000,52300,47000,1140,1147,944,993,-12.52471806357702,1.290805960102555,-16.276131742874394,-24369.0664013863,0,TRUE
2101200,21,174792.44207998915,213165.89714162642,228366.9060385993,209297.8410041841,137500,155000,155000,170000,63700,64800,75000,79000,1098,1138,879,935,21.95372672010422,-8.350187584181782,19.740784277391388,34505.398924194946,1,FALSE
2101300,21,123937.78853732688,136394.95255825127,173034.36782488902,209236.08517877565,95000,110000,150000,155000,49920,54600,72910,77500,1091,1213,1083,1067,10.051142728896291,20.92169192106554,68.82347801111452,85298.29664144877,1,FALSE
2101400,21,134818.81756669172,160866.53373993275,132104.91814498467,144170.85986450003,112500,150000,115000,125000,67000,61500,76100,80000,845,752,996,891,19.32053450947664,9.13360523510036,6.936748494461518,9352.042297808308,1,FALSE
2101500,21,107055.02004199274,113035.13941987761,179781.68570888366,191369.60596177608,85000,90000,150000,170000,55000,55200,80000,88000,1027,950,826,830,5.586024247661757,6.445551006600569,78.75818050074683,84314.58591978333,1,FALSE
2101600,21,137487.9292216596,125100.66421978142,255305.57424536688,333430.99856253,112500,115000,200000,250000,60000,60200,86000,89000,832,828,1025,1121,-9.00971094117455,30.600751490869914,142.51656159935956,195943.06934087037,1,FALSE
2101701,21,99681.29130655821,85351.45717342812,130841.78675733403,181065.7829154112,85000,80000,80000,100000,41800,48000,59300,60000,526,594,398,417,-14.375650581271417,38.38528760786888,81.64470036665602,81384.49160885299,1,TRUE
2101702,21,264468.7095478284,264852.75844289764,336464.95530360844,390248.1612617687,225000,200000,250000,300000,82400,81050,99000,104800,1114,1159,1334,1393,0.14521524898951013,15.984786858301222,47.55929422765737,125779.4517139403,1,FALSE
2101703,21,276533.1727405621,265592.61917354044,422162.77997524815,418180.98730139004,225000,200000,300000,350000,91300,90370,130000,139000,2621,2472,1654,1793,-3.956325911497745,-0.9431889457643736,51.222720643978235,141647.81456082792,1,FALSE
2101704,21,139906.20855607663,143236.21508928208,261996.39533744735,317394.5807688386,137500,130000,245000,250000,63800,63000,100000,100000,875,837,998,1079,2.3801706640279168,21.14463649778052,126.86239877740792,177488.37221276195,1,FALSE
2101705,21,133736.64318067438,131695.79071200493,179511.24613435418,207396.1065096278,112500,120000,160000,191000,56800,59200,76700,80000,985,941,757,892,-1.5260233995198387,15.533767925828645,55.07799625973982,73659.46332895342,1,FALSE
2101800,21,204771.83777382318,197338.6061211907,351901.3898045554,316468.2386043894,162500,160000,250000,300000,67000,71000,102900,109900,1938,2053,1147,1192,-3.6300068082812764,-10.069056908199595,54.54675899033459,111696.40083056624,1,FALSE
