county_geoid,bartik,emp_2006
19037,-0.0782413263573783,3520.5
19041,-0.0477968313627148,7801.5
19043,-0.0545542237287702,5133.5
19045,-0.0518625385811989,20651.5
19047,-0.0678042767177824,6313.5
19049,-0.0557499825069148,15543
19055,-0.0647744095929491,5189
19057,-0.060560491919363,20113.5
19059,-0.0630533082564865,7732.5
19061,-0.0483032609670142,51704
19063,-0.0578712919987858,3722
19065,-0.0382502872903355,6727
19069,-0.0605556236183307,2981.5
19071,-0.0434353138040135,1458
19073,-0.0443276118672626,2716.5
19075,-0.0756323513415202,3003
19077,-0.0459134061390695,2289.5
19081,-0.0646409697009057,3142.5
19083,-0.0501915822610944,5387
19087,-0.0646184510499339,10951
19089,-0.0755842656337909,3605
19091,-0.0632938061979265,3778.5
19093,-0.0724045437482546,2918.5
19095,-0.0826045275284607,8217.5
19097,-0.0576431279356006,5353.5
19099,-0.061298986694315,11696.5
19101,-0.0374191374731373,7913
19103,-0.0344228851564639,55289
19105,-0.0566850043730923,4914
19109,-0.0510792830252878,5506.5
19111,-0.062359989679616,14038.5
19113,-0.0544325702282256,106995
19115,-0.0801869323394473,3013.5
19119,-0.0590941370189855,2747.5
19121,-0.0527142715848517,2523.5
19123,-0.0542344051031616,6391.5
19127,-0.0665924563619898,15728
19131,-0.0601880891416092,3113.5
19133,-0.0275201798696287,2564.5
19137,-0.0555982203184624,4354.5
19139,-0.0776170982168548,21474
19141,-0.0426847579193167,5736.5
19143,-0.0599247843319552,1866
19145,-0.0596818870525333,6884
19147,-0.048595061965194,2995.5
19149,-0.0568247075485058,9845
19151,-0.0493792245571806,2170.5
19153,-0.04820624789219,256819.5
19155,-0.0434731499903261,32213.5
19157,-0.0392788622071784,9387.5
19159,-0.0281867445051929,950.5
19161,-0.043405149445914,2511
19163,-0.050298520584546,83846.5
19165,-0.0363263762461126,4704.5
19167,-0.0576160483197512,16719
19169,-0.0491698630550526,29278
19171,-0.0371241053169181,4301.5
19173,-0.0663835105280956,1355
19177,-0.0664491216801357,1806
19179,-0.0606967280211041,15289.5
19181,-0.03301845630953,8401.5
19183,-0.0592081619777524,6312
19187,-0.0439633819545092,17029
19191,-0.0365886988613478,9240
19193,-0.0428770348147194,46822.5
19197,-0.0555946509643956,4339.5
19999,-0.08749309125582,11158
20005,-0.0506674239957616,6484.5
20007,-0.0591587435778374,1384.5
20009,-0.056857922445056,10911.5
20015,-0.0459142098764595,12861.5
20017,-0.0554888118147702,359
20023,-0.0410728198279354,589.5
20027,-0.0496119164765628,2735
20029,-0.0360766451945256,3242
20031,-0.0107569023345176,3286.5
20035,-0.0543519259972023,11705
20037,-0.0447356256225921,15905.5
20039,-0.024341502337857,709.5
20041,-0.0544257090204794,5554.5
20045,-0.0439461710409664,37960
20047,-0.0543658685729579,701.5
20049,-0.0575474715148049,357.5
20051,-0.0344794746976839,12689
20055,-0.0617192682095659,13951.5
20057,-0.0742011854099099,13914
20061,-0.0444681404003213,7165
20063,-0.0384486745643652,827
20065,-0.0272661682711692,680
20067,-0.0634796351218099,2327
20069,-0.0662909868265014,1297
20071,-0.0210695153104972,289.5
20075,-0.0249218975244745,636.5
20077,-0.0484410184718455,1907
20079,-0.0531414266841503,13225.5
20081,-0.0437692519635298,738
20087,-0.0820689696966217,2502.5
20091,-0.0509549043218216,298778
20093,-0.0164223103201829,533.5
20095,-0.0548332028235632,1952.5
20097,-0.0244694312479109,871.5
20101,-0.0212035511740081,347.5
20103,-0.039633698858279,15983.5
20105,-0.0421262046589956,698.5
20107,-0.0435061519270396,1385.5
