puma_geoid,risk_score,sovi_score,resl_score,nri_pop,nri_tracts
0804103,20.27771165236435,33.14435851804308,44.78379338940881,108320,32
0804104,18.964332400611468,23.08896392941843,44.78379338940879,121193,26
0804105,32.406479009925256,40.78426517084312,44.78379338940879,120513,26
0804106,50.1859179763014,15.884886716228866,44.7837933894088,150087,27
1000101,45.43901777196932,61.7449616943222,75.2079137542945,108716,34
1000102,39.75908500779774,38.7254644607302,75.20791375429451,150579,41
1000103,57.373701035814776,48.97148340577157,75.20791375429448,147148,34
1000104,49.58455705191109,27.95182261910739,75.20791375429451,163646,34
1000200,51.186576208350246,46.08373187147041,57.18042885913989,181705,41
1000300,64.36563458889876,65.99182517077189,47.76803696244521,237214,74
1100101,21.2928396202116,31.024310231630906,89.5249378035778,112149,30
1100102,21.740046781221736,53.14036725514206,89.52493780357779,126344,34
1100103,17.551232806529455,37.86725843027803,89.52493780357777,120356,38
1100104,35.04534103684301,76.99059863702702,89.52493780357781,150497,47
1100105,38.070781568248115,34.33781478049183,89.52493780357779,179542,57
1200101,54.42027318928311,57.124675425841076,73.4379812818386,157087,32
1200102,59.45204049918905,36.2023128920328,73.43798128183862,120897,26
1200500,83.7204516450476,51.846656970243295,28.77109807286217,294986,83
1200901,77.38677588364999,50.3666493868265,51.29842435730359,201283,50
1200902,75.10883979274328,46.36768609744373,51.29842435730361,122669,37
1200903,85.73415531969091,44.17889109930615,51.29842435730361,135299,28
1200904,79.98788771722627,49.979134189905864,51.2984243573036,146816,31
1201101,65.4568895172462,33.67759837902879,34.8134107333254,167509,28
1201102,52.83814310320749,53.121100411076164,34.813410733325405,119418,25
1201103,61.95433180664544,64.36796659633657,34.813410733325405,115631,25
1201104,57.74589258886222,66.45017122385617,34.813410733325405,128591,38
1201105,56.45103191452465,57.747320592372816,34.8134107333254,187068,40
1201106,52.11630726955792,40.84839503631528,34.8134107333254,184210,37
1201107,52.57247979970128,73.99222741303035,34.8134107333254,110740,23
1201108,61.504245266036214,57.49508118584337,34.813410733325405,153875,39
1201109,59.54003615599752,56.673492053750685,34.813410733325405,110187,27
1201110,71.52174330015512,40.296598038095496,34.8134107333254,130595,24
1201111,59.38266558668742,22.198715881793927,34.8134107333254,137475,26
1201112,54.24984019889308,47.0847205202192,34.8134107333254,148495,27
1201113,49.349668699784225,59.05284417895118,34.8134107333254,126014,28
1201114,39.685794943021364,62.995563326314695,34.813410733325405,121021,29
1201500,85.62916006646108,67.63376833040004,8.040516526477912,186734,46
1201701,86.32952958891846,72.18409290428725,3.6689965643881095,153476,41
1201900,46.43612865143727,34.38996110374539,39.72515104845401,218078,45
1202101,90.49274762616061,59.48021887308366,31.599336571496295,120704,33
1202102,81.34910680598188,69.44244450217296,31.599336571496295,114879,38
1202103,86.28036182095377,62.15065825150885,31.599336571496295,139860,37
1202300,66.3878017063487,68.21289626862112,17.305446116011318,191251,45
1202700,73.73866917439149,76.21260017171251,1.4881842867048287,149402,47
1203101,49.61164661608823,38.650810095890115,49.7784622675038,148748,28
1203102,47.959400370170236,71.69254601012818,49.7784622675038,124420,35
1203103,32.619395819331075,51.92891340068244,49.778462267503805,116622,26
1203104,37.03783310825049,34.165957678380536,49.7784622675038,146065,31
1203105,54.175126391210505,41.61747025328031,49.7784622675038,157381,30
1203106,44.49131892442658,39.825697050324244,49.77846226750379,132122,28
1203107,40.11573244278684,47.87621752656927,49.7784622675038,169317,40
1203301,81.4072821561953,53.05267288620295,28.045255301504607,124839,25
1203302,67.33062972476809,46.68533567197675,28.045255301504596,196528,53
1203500,70.37460627708516,61.4416457250294,31.26671488359889,123444,24
1205301,57.882705267666644,58.732450237783375,2.3847885321644395,194448,46
1205701,43.346918089632375,63.84034744177147,26.870039094894004,151189,43
1205702,48.93186930917522,37.60741771725002,26.870039094894,182021,50
1205703,56.362977878889126,33.828797370688044,26.870039094894004,165207,33
1205704,49.764465543158806,47.49499822364346,26.870039094894004,166802,42
1205705,56.48091142288444,45.2909644272735,26.870039094893993,177864,40
1205706,63.38738254817037,55.36668195152025,26.870039094894004,135410,31
1205707,58.83164734392221,40.78314511754838,26.870039094894008,207247,43
1205708,70.95712109990258,35.59523571650787,26.87003909489399,272542,47
1206100,90.91238332927665,61.575107924943694,48.353275678237196,159719,43
1206300,76.99628419654019,68.48142544670522,27.848316822089657,185600,54
1206901,53.299339107606905,57.34976913916018,39.212178651818505,119978,27
1206902,67.8058085338752,73.30501774246851,37.56288658446636,180483,35
1206903,56.880950350430126,41.45406027367812,38.922858917088625,212279,41
1207101,78.51708988327981,72.72050373030675,5.795521857599811,130594,50
1207102,69.23959376070293,51.684553035003525,5.7955218575998115,197320,44
1207103,57.90786586496713,58.67162400656326,5.795521857599808,171163,47
1207104,69.87380698255026,61.841494221308935,5.7955218575998115,130398,42
1207105,81.6546294176162,54.75950143042233,5.79552185759981,130447,38
1207300,63.897814407829394,37.13157881240403,74.32057813055322,146093,37
1207301,60.195436709830595,54.13994204343594,74.32057813055319,146064,42
1208101,82.63075425625331,46.28392940669054,21.028314180784296,142832,30
1208102,74.17589126243251,66.51580753450429,21.028314180784303,121997,34
1208103,84.8941777595506,55.76333613143507,21.028314180784292,134656,29
1208301,59.26154894012182,69.45004734297264,14.340717924416504,109852,31
1208302,72.01829103079213,58.12051250866167,14.340717924416502,115352,25
1208303,54.90044005569797,59.536347970332,14.3407179244165,150362,35
1208500,84.99632067869337,60.47312249832779,37.14844212771,158246,41
1208601,41.386708688822765,51.1329872925031,33.63582513920149,125184,32
1208602,36.03847970636745,59.933409866130205,33.6358251392015,103925,26
1208603,38.67420842765158,66.04337599501005,33.63582513920149,111320,28
1208604,42.37800033410025,63.88675470638502,33.6358251392015,106543,30
1208605,30.105472358847468,60.85984111469131,33.6358251392015,105512,27
1208606,43.599095304480464,77.7993536844079,33.6358251392015,106135,28
1208607,35.87150012382358,79.57439787588443,33.6358251392015,96674,26
1208608,46.701283947952035,55.65653402493953,33.63582513920149,147054,34
1208609,50.25561380998996,83.2686103573886,33.63582513920151,96982,24
1208610,42.63737143769802,75.73449494112566,33.6358251392015,100909,29
1208611,35.106464776099855,65.28625851186683,33.63582513920151,109337,27
1208612,47.42417285868231,56.32543366241179,33.6358251392015,98884,32
1208613,38.47085628159104,75.48190883637064,33.6358251392015,115347,34
1208614,17.69777396715251,42.745739788273944,33.6358251392015,123992,42
1208615,33.340410874229676,81.37560006127045,33.6358251392015,102478,28
1208616,52.308426971090135,40.8361336918493,33.63582513920151,105469,30
1208617,43.19967257690231,64.44351520511216,33.63582513920149,104379,27
1208618,53.257044806085524,58.539485754977754,33.6358251392015,108223,27
1208619,47.463105759931025,51.34235065198354,33.6358251392015,104162,25
1208620,45.904101373354344,60.62899150347854,33.63582513920151,104407,28
1208621,56.75739207824473,42.670150406223435,33.63582513920149,113860,27
1208622,48.33589131152866,49.366943590109734,33.63582513920149,118915,26
1208623,41.252459958048554,45.34126576104229,33.6358251392015,123425,29
1208624,56.6894289679074,68.2958481050102,33.6358251392015,129642,27
1208700,85.33710889115771,55.49172373956669,27.058901986061173,118311,34
1208900,41.91651408493801,42.57160998003704,64.99285058029278,117975,27
1209100,81.1154674667814,44.04162893700635,31.95000592346881,211293,47
1209300,84.80069695966544,79.95569722890122,0.6284351807771321,101812,27
1209501,58.941186801552576,44.06160524101135,31.4702049520199,150855,27
1209502,55.596164520527445,40.64625087588546,31.470204952019888,144245,26
1209503,73.74388676619844,26.253996708282987,31.470204952019902,172396,25
1209504,51.295575454664814,52.83782835028711,31.4702049520199,143187,28
1209505,40.25508197698001,53.54069436974995,31.470204952019895,127109,32
1209506,53.38790510158682,58.74452804524154,31.470204952019895,117484,21
1209507,46.604470475129176,41.510251480686094,31.470204952019895,121399,31
1209508,50.099345640026634,51.674936680031415,31.470204952019902,130169,25
1209509,64.3878276623508,39.28541237731194,31.470204952019902,182409,26
1209510,48.82002438881102,23.8967083768637,31.4702049520199,139537,25
1209701,72.3711004970873,50.913076564975604,27.2609880345931,221184,33
1209702,62.10295104748853,32.47601805233499,27.260988034593105,166611,26
1209901,54.97290785888105,40.66775357612607,21.974884492358694,114824,27
1209902,55.6504416142297,53.585212995666986,21.974884492358704,128223,35
1209903,42.894824773756135,55.85370468399443,21.9748844923587,164711,43
1209904,38.16707438178925,64.35670803358973,21.974884492358704,141020,30
1209905,39.80042486920031,56.93602815361949,21.974884492358697,140151,30
1209906,47.85195920512083,62.28923173072503,21.9748844923587,167837,41
1209907,52.25468672525081,73.45122792106115,21.97488449235871,128338,38
1209908,63.51313947652146,44.287876066910634,21.9748844923587,122466,35
1209909,56.18024525399755,44.76802253865904,21.974884492358704,112730,26
1209910,70.19806208290304,30.34234513299417,21.974884492358697,123555,25
1209911,53.67709505686865,50.4695522963741,21.974884492358694,145606,36
1210101,66.27235981869262,44.674423642587094,6.40090036725506,141343,32
1210102,54.406915237618485,50.1426393621346,6.40090036725506,119517,28
1210103,48.09380733379255,66.12085664346485,6.400900367255062,146745,43
1210104,70.3057035248648,32.95351917342394,6.40090036725506,153961,27
1210301,58.33260037752352,49.491780185020176,6.809619713304111,124226,30
1210302,52.6246261057568,59.35454036109533,6.809619713304109,110998,29
1210303,43.908677849088136,60.25747832521513,6.809619713304109,112563,32
1210304,39.93077993277321,58.057927997282825,6.80961971330411,109954,33
1210305,44.9851790262509,43.55096662690349,6.80961971330411,110391,33
1210306,55.382890754846855,66.09963725623918,6.8096197133041105,116667,31
1210307,34.88856802366016,54.96271609840534,6.809619713304108,161248,51
1210308,42.42777851778427,50.90787397724306,6.809619713304107,112775,34
1210501,46.20127229918967,55.19423566010408,23.223551711882493,193487,49
1210502,57.4621063769771,50.30056917604084,23.223551711882504,218044,46
1210503,41.12517128069809,34.36180883136988,23.223551711882497,151643,34
1210504,54.927784145462,62.9046943715189,23.223551711882497,158744,45
1210700,67.36760283263696,67.8672553682991,35.914120649375896,106243,24
1210900,61.76126514148342,28.679651523204257,94.23172609880348,240140,41
1211101,83.00836251561063,74.57361286248592,39.060537850965495,112695,29
1211102,80.21141633025253,40.826404568569906,39.06053785096552,216181,38
1211300,78.98700445830177,35.01630877454941,41.6573865655728,187714,36
1211501,76.74850900795118,63.667123107340714,6.024167752635939,130498,40
1211502,80.73704716311521,63.110418926156584,6.0241677526359405,145813,41
1211503,74.428108106251,55.509049994727064,6.0241677526359405,157597,41
1211701,52.92697909505007,29.322456045427824,47.67444615566879,120837,22
1211702,46.51308363689077,42.76364436594941,47.674446155668804,114367,25
1211703,44.259396018832376,35.856795348384644,47.67444615566879,113389,21
1211704,54.749608104801254,28.44463119002097,47.67444615566879,121993,21
1212100,78.9110748059433,67.90282847860853,10.24596838363582,105227,32
1212701,70.64335747260276,53.40156858068413,37.5690084113257,127977,25
1212702,61.26093477646077,70.51601765016554,37.569008411325704,139896,40
1212703,51.54764805383675,58.74055847600188,37.56900841132569,140906,36
1212704,52.497495516596885,37.16128740457008,37.5690084113257,134876,27
1300100,59.24161204161048,58.035672741154144,68.54141200122426,149977,47
1300200,84.80738640829072,37.470386775746405,37.03469503382918,125629,29
1300300,58.73028963643147,49.804759390603174,41.61955292750401,159564,42
1300401,74.12686467032275,56.87408471276311,90.19784385736293,169367,53
1300402,81.75665590312992,40.71458332321591,90.19784385736287,124153,33
1300500,59.79577837584162,65.95136886451888,31.497769562723548,169020,49
1300600,41.76939645129408,52.99066724510458,37.09750029617341,118124,29
1300700,61.16345804392447,69.04674116558121,23.82870272903309,128675,41
1300800,60.36588395641625,69.34127700457566,26.145454605530517,112296,35
1300900,50.65769385680465,59.51118264993606,53.10376612861281,118565,37
1301001,19.303045705601594,24.867122058233033,67.6235043241322,128457,41
1301002,21.549263055352,15.48833793718876,67.6235043241322,116027,31
1301003,21.12683496415692,60.40689055451102,67.6235043241322,120147,35
1301004,17.772235956174967,35.28902109084147,67.62350432413223,144862,35
1301005,25.881743098210162,24.508638442382416,67.62350432413218,166546,44
1301006,19.66634154008727,24.431160487956063,67.62350432413221,140435,47
1301007,10.184161922883922,35.890837113988816,59.592020856728396,153976,56
1301008,30.907771173284022,47.140033333554904,27.176874777869905,128630,31
1301100,78.8322352469168,75.65514464884139,16.420057690711765,120635,42
1301200,64.74303356157675,69.44968130312486,24.158754282859494,151754,48
1301300,50.303926668165715,68.00842852421289,22.46025737605911,139859,47
1301400,24.951928759140724,58.4268949751503,66.7977727757375,157280,48
1301500,31.203941769362256,43.45425857587516,52.600090204217466,172528,42
1301600,41.93191441470652,60.48864563591548,29.501506228471186,178919,53
1301700,24.406776011987525,55.150782597356034,31.3200758124585,215998,64
1301800,60.67206893397038,71.68195961929385,22.32591240715712,152166,47
1301900,34.26832564440638,54.47361172357794,38.307305581180245,157729,39
1302001,22.127097118516662,52.524643912623695,27.176874777869905,139920,35
1302002,22.849446381806153,38.90131700901689,27.176874777869905,139895,39
1302003,23.626103177211217,49.54749941633639,27.176874777869898,172955,47
1302004,27.497892894496733,40.48573405097687,27.1768747778699,151639,40
1302100,40.332651784011404,36.05949392202957,44.963866840421794,146099,27
1302200,41.75019634056841,70.49195516747888,29.51488391728507,101335,28
1302300,40.38653303371513,45.12824223462912,40.87311929866131,119058,28
1302400,42.77543203506206,29.354878402767277,49.2725980334084,118998,24
1302500,62.34802798968593,66.32680682484795,31.08611285920143,171216,42
1302600,64.81338139517563,55.13487548624625,18.90702278503337,176581,47
1302700,63.832994203871856,58.696724109242965,7.022864589503609,102749,22
1302800,66.9100438466507,57.43894204745141,18.57709190279314,187045,47
1302900,38.76097040682801,33.27879036542606,24.3892903684398,108726,28
1303001,45.113942496044224,45.700169877539004,24.004264897524,152529,33
1303002,29.893566638699106,22.1098878985586,24.004264897524,136836,36
1303003,33.782840917719696,30.186231674072474,24.004264897524006,141629,35
1303004,31.99291574426459,31.965557512228692,24.004264897524,175590,42
1303005,36.6639214166773,18.371172261820806,24.004264897523992,158331,40
1303101,40.78034129659074,26.640935397313118,35.4507759744106,128400,27
1303102,47.48417052443637,25.40747333855044,35.450775974410604,138012,29
1303200,61.886616415330586,62.850142520072524,31.626781161442114,142139,44
1303300,53.55681928741878,19.29854045073207,62.117047743158416,251239,48
1303400,40.52228364682398,42.721327026687696,21.4761284208032,202853,50
1303500,46.79667080200884,61.1673258523005,23.886978462544946,139887,41
1303600,28.89948010220828,43.20894357787514,35.848833076649704,128510,34
1303700,42.592859606534546,52.57182608488895,46.0663845804386,125118,38
1303800,35.767432673147354,36.161705120212915,37.88305426693784,158861,35
1303900,37.68100024862455,44.347877019134884,37.60651156263704,131232,31
1304000,40.57560058106557,57.71569241612067,39.4029143466414,206329,56
1304001,32.909808702803396,43.1546557460898,4.49709750029617,156747,40
1304002,40.8246365720598,24.791254794392675,4.49709750029617,139978,30
1304003,29.662138467673483,33.46597015710033,4.49709750029617,171658,38
1304004,29.875129111279783,21.58200392380891,4.49709750029617,130985,28
1304005,28.686717280837495,34.558955198207066,4.49709750029617,136512,31
1304006,28.573965718176716,55.172091183284124,4.497097500296169,220580,53
1304100,64.19404854709265,28.857791189804395,40.344745883189205,155619,25
1304200,60.434820461906455,75.79856370080857,25.129208873921264,125762,36
1304300,30.784025501156837,36.91005798914492,31.75643987801375,205742,46
1304400,33.881352964586135,31.063944731667856,25.184219879161205,144139,31
1304500,36.364145475124914,20.708901438204666,34.309915886743305,168657,33
1304600,12.07239349633433,68.94325688567142,67.6235043241322,125664,47
1305001,32.125539233775456,44.10239845197506,5.464992299490582,126788,30
1305002,34.99299452804892,55.36552282786507,5.46499229949058,170648,39
1306001,26.57170261681049,33.953283204931516,41.351735576353505,124057,30
1306002,28.670786929899162,34.44235997985221,41.3517355763535,116465,29
1500100,76.19579119437975,48.50072284796452,78.61490528040943,237850,63
1500200,97.02556241774191,56.47538250493112,43.047032342139616,200469,43
1500301,65.05589747684864,40.456066636419685,50.740433597914894,104634,32
1500302,52.38319283680778,41.27381895611939,50.7404335979149,121014,36
1500303,49.09451855052248,38.88040664981754,50.7404335979149,110555,41
1500304,60.34695727857752,64.52657554810305,50.740433597914915,126976,51
1500305,40.813518386097044,49.384036915785146,50.740433597914894,118388,37
1500306,38.927498027462356,37.66680625578332,50.7404335979149,147124,50
1500307,58.603752791380344,33.18023134801832,50.7404335979149,153187,46
1500308,66.80160258798422,27.229076289317174,50.74043359791492,131742,33
1600100,75.49282061025619,54.25604945173299,24.511681499590402,126765,35
1600200,37.54661813805972,41.878814723156545,36.3215258855586,165651,36
1600300,72.72209946656422,54.88630763122616,24.439082509637696,109895,37
1600400,55.66662261953003,40.94488633383771,45.5163656967813,134620,31
1600500,22.194916715317913,45.39682216148381,29.771459181332677,133728,31
1600600,11.351585981748222,25.2929388880871,57.891424277920784,150893,38
1600701,10.501945290455373,28.46365780470549,87.49911147968247,133161,32
1600702,16.89088991318901,32.851335393047286,87.49911147968251,111302,30
1600800,26.82496614344535,28.60984962786132,87.4991114796825,128846,36
1600900,41.66565561887619,44.332961242633964,33.09991502054326,114328,23
1601000,66.29459422032383,52.089013808124236,6.571072972013671,120326,32
1601100,74.04612990122594,42.88387542930998,31.222137367780462,153605,37
1601200,69.34166126497425,34.56914832620082,87.77751451249847,123895,24
1601300,54.726159500431216,40.01109246559477,37.17191186962163,130001,34
1700104,64.23663393040131,55.6396424306784,67.55854113664942,127475,41
1700105,43.879922514237045,58.80516289704235,80.22627650752278,144591,43
1700202,53.97011723108978,51.00039413939808,69.27712833891967,166569,56
1700300,56.96147574973542,51.72908454058843,73.38836407674347,106606,35
1700401,76.17018271456246,53.68901994658289,66.62348516325105,133748,43
1700501,80.63627422741953,53.586946796646735,80.6596733979391,137944,36
1700600,78.52546754999857,52.451980559294405,62.79656729424657,93817,26
1700700,80.82028718893605,57.58773742588083,60.67177920252839,103902,32
1700800,84.64779534639024,69.1645206884099,41.71316079518526,130512,49
1700900,86.52774774941354,65.99282585931307,62.97390127754696,178714,53
1701001,83.89641073556022,54.122067652972504,84.07971596731518,153574,44
1701104,73.78935475923407,42.46728031815092,65.74221063854989,151081,35
1701105,76.43394721669652,52.04973144345213,65.74221063854989,106119,33
1701204,74.55844021365921,25.043158148143977,78.6980215614264,126342,23
1701205,73.33457090907396,55.75508289947312,78.69802156142639,139385,40
1701300,67.14617361085546,43.072217998496875,87.34628598507291,196182,54
1701500,51.889690910480226,53.681213633131634,85.04324132211819,103930,37
1701602,77.8997500135226,51.90950701160343,75.23118071125455,141913,40
1701701,61.73494312620948,50.11866245109544,89.97749081862338,181691,49
1701900,63.03208400517754,42.64942403088652,91.43584883307662,131288,30
1702000,55.957015927519755,36.70502501710682,92.4416538324843,170926,47
1702100,62.90155460316938,43.70735416676087,79.05224499466887,205823,48
1702200,69.47699035232938,57.95672224065054,76.74176372410679,150548,48
1702300,74.70272778114256,53.99320131686904,75.9862575524227,107359,30
1702400,70.01901053537092,49.245830811063534,84.86435256486202,109558,28
1702501,63.49092613904233,52.545965704714575,73.15338342506972,144326,44
1702601,66.32935128453444,45.29740411748064,66.6354697310745,100385,23
1702700,76.19896805247728,47.94489629653218,68.90655762885264,96345,26
1702801,51.15678164177499,53.25436538162301,57.68747778699211,195535,60
1702901,66.19112474907405,33.27269330441787,58.92458262108465,143024,30
1703005,50.27129494039123,44.67887567731099,51.893140623148916,126883,30
1703007,64.8858074606156,23.33455098039638,51.893140623148895,118045,22
1703008,64.77618619069142,45.078733999023136,51.8931406231489,138550,26
1703009,63.39871480257736,22.161624937944207,51.8931406231489,132695,26
1703102,57.57344525859712,52.89030144189734,87.74908186233863,134872,40
1703105,46.26481931544885,28.03498637790061,87.7490818623386,141058,35
1703106,55.35927827103057,21.37468438150337,87.7490818623386,176215,38
1703107,66.80289507132586,20.555866846126143,87.74908186233858,128731,26
1703108,61.17173633958912,31.507004450345757,87.74908186233857,115259,32
1703202,54.334238788297704,32.193845102637034,60.600639734628615,120141,28
1703203,51.794218204067484,23.709766100069118,60.6006397346286,118991,26
1703204,52.83065648304557,32.89916336166374,60.60063973462861,149797,35
1703205,48.21341693091924,27.356122539871354,60.600639734628594,128326,32
1703207,56.534541187312755,46.701662191085205,60.60063973462861,116555,27
1703208,47.04898323232604,36.09525017508586,60.600639734628615,174474,43
1703209,53.36934473873611,27.729109646680715,60.600639734628594,124084,28
1703306,55.48870413904858,26.623511409486564,69.79149389882721,159013,33
1703307,35.501293399177534,54.12421347541995,69.7914938988272,140924,33
1703308,58.54012657865164,25.083447824360977,69.7914938988272,119487,24
1703309,45.98021921697798,29.90690788540614,69.7914938988272,156011,35
1703310,56.68356193142203,22.8697260042338,69.79149389882721,138048,34
1703401,64.39608648546356,22.766898445097798,64.1618291671603,128940,26
1703407,77.6863476707795,47.830931637884255,64.1618291671603,179533,40
1703408,74.73891271548516,45.22810614769417,64.1618291671603,196993,40
1703409,76.27825897091454,42.607419272646695,64.1618291671603,156619,33
1703410,78.05638141093998,43.10222362363489,64.16182916716029,177914,34
1703411,81.70002212259521,51.06824778911827,64.16182916716028,171524,38
1703412,78.55054122636089,56.97806503337171,64.16182916716029,106882,22
1703413,82.93057392385857,69.5731615965113,64.16182916716032,157853,41
1703414,78.03190885270239,63.748039114396555,64.16182916716029,162166,38
1703415,75.38605288703249,45.34806286924551,64.1618291671603,129245,27
1703416,75.50781323963533,34.03185621918268,64.1618291671603,148901,32
1703417,57.73948674913084,42.147668531655114,64.1618291671603,122234,27
1703418,69.6729328548712,47.82407274275374,64.16182916716029,112544,21
1703419,80.44605797353107,46.12231590764614,64.1618291671603,125436,22
1703420,70.57851769831923,47.927020175863326,64.1618291671603,192296,42
1703421,70.72362425246459,51.56409059080796,64.16182916716032,190421,42
1703422,75.52799074697357,52.57968994169136,64.1618291671603,132025,27
1703501,51.91939269972168,62.47180625780043,64.1618291671603,169032,41
1703502,39.660017613394,26.59672928760206,64.1618291671603,173513,54
1703503,62.567796788674016,44.27406775052247,64.16182916716032,152730,39
1703504,65.56620275602508,55.85840216726145,64.1618291671603,137477,34
1703520,56.2439403205641,41.331538154669694,64.1618291671603,132379,31
1703521,70.09624135485214,72.32979268196016,64.16182916716029,189036,43
1703522,45.62610473505283,36.3726554334098,64.1618291671603,132942,43
1703523,55.656917555809045,76.36708943487372,64.16182916716028,197565,69
1703524,52.51855389568282,40.897716344153444,64.16182916716033,187478,62
1703525,71.68552400793166,46.486549119534835,64.16182916716032,176467,31
1703526,61.120452535459094,59.1608616541518,64.16182916716032,166406,51
1703527,69.99881291166446,57.6492964366674,64.1618291671603,151452,35
1703528,58.072450368301936,80.55320825406578,64.1618291671603,141380,53
1703529,43.926225888516925,79.92564121705131,64.16182916716028,193659,78
1703530,59.753697945943514,54.9832775667642,64.1618291671603,125944,33
1703531,53.2311074037455,83.25831027388065,64.16182916716029,127389,41
1703532,63.90134274560699,83.7162098956261,64.16182916716029,126400,39
1703601,55.33082721173401,29.229780192143153,76.2551830351854,137961,29
1703602,64.04978418721116,25.28089500822303,76.25518303518542,172190,35
1703700,79.70092286322412,24.2445179751993,95.46214480413703,184327,31
1800101,54.93614095734593,61.30252819329728,64.31820874303992,108709,31
1800102,45.42273297906606,62.744232547447425,64.31820874303988,119040,43
1800103,67.71801455453907,44.06827884950924,64.3182087430399,121541,26
1800104,55.326012233377114,30.62799931546423,64.3182087430399,149189,31
1800200,45.91507727980049,33.38193176422107,82.37886506338108,173161,41
1800300,50.04111650901594,51.98607353959728,74.65466176993252,112304,30
1800401,22.492033529714075,56.962915721308114,83.8976424594242,117339,41
1800402,26.870675134383106,38.6551036969343,83.89764245942422,155341,41
1800500,40.8996528083051,50.19414487459994,48.97997867551239,206994,45
1800600,55.33446439218576,61.05487710863511,53.53229703444117,165510,37
1800700,53.4724241155322,52.20909656787874,57.034511311227135,103046,29
1800800,47.06384408688456,51.66611546272744,64.35107423376655,126255,33
1800900,54.1256786115077,52.053701195020444,68.4782851656094,134726,31
1801001,36.531146266039364,55.66897375028858,70.32342139556921,134452,40
1801002,25.622958425560856,43.38848819643544,70.32342139556923,126192,32
1801003,43.85783463330577,33.43833773567508,70.32342139556921,124575,24
1801100,51.94325705032826,47.8648295284755,63.87051900228073,124798,36
1801200,42.741359212770774,44.364451453590625,53.21644354934249,186025,43
1801300,46.36988056958983,53.471523240571685,75.01338748093497,136855,37
1801400,57.76829016925681,59.20575261768117,61.12969379586743,133538,34
1801500,43.627477520164746,54.917176820571406,57.45649046099305,105983,32
1801600,55.30350197785678,51.53747345268082,52.47446971025683,103766,32
1801700,56.82894429426303,59.247017155283864,83.80049757137779,106114,32
1801801,58.59778516656745,21.67287305446355,93.11551042512008,142818,22
1801802,51.6254257759859,17.050912175810613,89.1091102949888,133808,25
1801803,63.362305981223415,20.424291522474128,89.10911029498878,141494,21
1801900,35.875394466025845,55.46604724242786,56.432887098685,130062,39
1802000,40.19617125234073,57.48239980664016,74.49709750029619,111870,34
1802100,55.623965467779705,45.69596649238506,59.051567901145056,123905,31
1802200,58.00617881524145,29.427306125187684,86.238597322592085,172437,31
1802301,49.804766412641534,48.73272506122302,38.7489633929629,109562,25
1802302,36.69975230483138,31.70561427865324,38.74896339296291,112104,33
1802303,36.984885802610705,38.14630316932446,38.74896339296289,122294,27
1802304,43.051129459168074,53.053149872717476,38.748963392962914,153314,39
1802305,35.68455853052582,55.25305762257613,38.7489633929629,153495,58
1802306,41.13448813178353,46.7606680432672,38.7489633929629,172462,38
1802307,41.27689762067745,41.746597007798414,38.7489633929629,153810,33
1802400,57.19907958386284,27.857502113446643,81.4690202582632,161668,28
1802500,50.846060856805124,35.503314470434404,78.86579772366113,124843,25
1802600,57.11568647297026,61.40954192956753,53.36582062008266,113763,32
1802700,59.93293256976517,56.705594895393276,42.818286102895335,160058,45
1802800,42.733791398880605,45.39917871925621,49.415945977964704,139535,33
1802900,66.73109911876786,42.954111860826686,69.5490425459986,128588,27
1803000,67.88063296413695,49.39122970077287,47.171221934391745,111476,24
1803100,62.158906488501636,45.76100496170625,34.818303613877966,118050,30
1803200,65.94805603701552,44.538504184178294,82.17652773411363,122090,31
1803300,62.55023512125818,51.35175574554866,78.52861035422343,180120,56
1803400,71.24789239241943,55.60941807708634,67.43703437341362,141618,38
1803500,67.39035366801204,46.267229461156475,45.85786050270303,148217,36
1803600,66.27635133599574,36.51109566536884,53.8502547091577,120950,27
1900100,76.34124757589531,34.09495257553165,78.56117346671914,120541,37
1900200,77.90142496149325,51.79076719619621,77.67354378841753,113020,36
1900400,70.00203521620055,45.1789148580384,70.65470378339265,117061,38
1900500,34.20671376937326,40.12075618164852,91.48560597085648,131044,39
1900600,73.32349944113383,44.6454946741164,71.34479182233211,128119,45
1900700,54.21816155940523,35.36369069946064,88.39732554624499,156674,43
1900800,67.84993157425899,46.10016659552019,79.14473122292817,128798,34
1900900,43.6398064330971,38.72909570182895,93.71164553962798,174636,48
1901000,43.856053879987456,34.9388996593012,98.5570430043834,230253,54
1901100,69.96191539915597,34.39507488486645,94.61082810093589,152809,36
1901200,68.0401722589305,49.04033572559182,69.16722104207662,118054,33
1901300,46.20122777760997,35.68605194383706,82.7945543129269,125248,34
1901400,49.63353835681603,34.33038564237794,88.13765123182216,163812,44
1901500,43.38769933041432,25.287102946321276,89.76656581501148,212080,44
1901600,49.81378140496312,21.492177739055695,85.8666034829997,157216,25
1901700,27.22460087195374,46.320613883025835,85.86660348299971,199039,55
1901800,83.54867347079036,58.60389011315951,54.07308175459355,102481,41
1901900,81.63970424991312,53.31201284307027,66.79537333058276,121080,45
1902000,64.1994822423962,49.37062844670963,81.61039035686302,131540,34
1902100,65.1040865101041,45.993278436528,62.67400340622057,179679,62
1902200,68.4572868743276,56.488109369543906,58.648495648471986,122120,37
1902300,68.00275561075324,54.59088099367829,76.17064370669598,103735,30
2000100,81.38624297695169,51.27013227323207,48.42276931434294,107264,37
