puma_geoid,risk_score,sovi_score,resl_score,nri_pop,nri_tracts
0601303,85.86974486853025,37.25212394816882,56.78118706314421,135993,30
0601304,91.8315958418529,29.794919891197544,56.7811870631442,127752,29
0601305,84.8298827609615,12.241480094290846,56.78118706314421,143651,26
0601306,86.56426282378148,40.25871367796123,56.7811870631442,118055,28
0601307,76.67567958270763,45.04363122407835,56.78118706314421,137304,27
0601308,71.49677950636294,43.58786607427043,56.781187063144195,120154,22
0601309,78.69500226419733,29.756923904388003,56.78118706314421,125575,24
0601500,90.82463913652407,68.12419377276242,36.66540141373456,132750,44
0601700,70.61610067553546,38.17136415222878,55.6983769695534,190978,54
0601901,83.63134402071422,67.18947173565077,14.6096434071792,146899,32
0601902,51.053352460049304,36.841444284800744,14.6096434071792,190974,42
0601903,48.63857319481555,58.73049555876684,14.609643407179199,110508,23
0601904,56.93833752549738,70.53918944912198,14.609643407179203,179926,42
0601905,41.131772397410906,58.02210926537595,14.609643407179197,116580,26
0601906,54.78998654559444,30.59348684445642,14.609643407179199,129766,25
0601907,66.47482068725097,63.622836996072806,14.609643407179204,133291,35
0602300,92.41032152189145,66.02580907399151,42.7508589029736,135972,35
0602500,91.43186923354766,66.96202245881196,0.7593886980215621,179319,40
0602901,54.025226342203574,51.19091422950973,2.9404099040398104,206062,53
0602902,48.914094093514485,35.85441781147424,2.9404099040398095,228072,54
0602903,47.341738554041996,66.65867557314441,2.9404099040398104,168227,47
0602904,46.99417666436046,65.0795449288234,2.940409904039811,113893,30
0602905,72.6683499297914,60.39850421413124,2.940409904039809,192276,52
0603100,65.94588438901881,50.676697272203576,3.96398530979742,152259,31
0603300,94.67632767824912,66.60959431108908,26.34832838741294,159321,44
0603701,86.95096276580738,30.542694553860624,12.692808908896998,139182,34
0603702,89.34805854893715,27.72277612979839,12.692808908897002,201700,43
0603703,75.55948566513958,50.8877937150288,12.692808908897002,180808,39
0603704,76.90181300425665,46.49969036183049,12.692808908896998,187144,38
0603705,81.63439565218226,40.448001862154584,12.692808908896996,179267,49
0603706,79.96363748114184,46.09542710879678,12.692808908896998,142890,35
0603707,67.28047117246844,42.997500402312234,12.692808908897002,149073,39
0603708,71.461765963047,55.26448571858107,12.692808908897,137039,39
0603709,88.1150267743546,37.04566272447301,12.692808908897,110242,23
0603710,64.63062677511259,48.545952726357534,12.692808908897003,173931,40
0603711,86.38857911545655,38.55250484298197,12.692808908897003,171638,37
0603712,84.4937159067777,56.48538596463736,12.692808908897,151888,31
0603713,81.25112393309146,51.44266341656014,12.692808908897002,115243,25
0603714,81.82009693421044,53.07670904118325,12.692808908897002,107359,22
0603715,64.14735100695515,41.50366237767024,12.692808908896998,120556,25
0603716,66.53185153651448,49.362385882094955,12.692808908897,104578,25
0603717,89.44566740566296,47.45758445251387,12.692808908897,190280,42
0603718,87.5118872442932,44.664799485976225,12.692808908896998,136659,33
0603719,88.21426890367103,58.71883190805125,12.692808908897005,196428,42
0603720,87.6318585678324,46.676154421635104,12.692808908897002,122685,32
0603721,82.32905892138919,48.23415681268963,12.692808908896998,135900,39
0603722,87.43749544262042,54.64236471739974,12.692808908896998,166225,41
0603723,79.36894729535,69.75162641248906,12.692808908897,142677,36
0603724,81.82495547668809,46.36008423439715,12.692808908897005,173937,47
0603725,81.5990301723455,45.50765446826167,12.692808908897,177892,46
0603726,90.24831815283143,28.94256504415179,12.692808908897,100499,27
0603727,86.26330464934215,24.56039848929747,12.692808908897002,159482,49
0603728,88.71275477694759,40.836942415457685,12.692808908897,106776,24
0603729,72.21719329340281,37.83920703925506,12.692808908897007,208713,66
0603730,88.42620131943463,47.272773790389714,12.692808908896998,167479,51
0603731,86.20130358184724,40.38568684732652,12.692808908896996,109217,29
0603732,86.23880562487749,58.65224174047283,12.692808908897003,172194,55
0603733,88.37594849336364,77.69407757285605,12.692808908897,113324,35
0603734,82.63614353319463,67.46402005224206,12.692808908896993,192425,61
0603735,71.65265758988606,58.94175431434122,12.692808908896996,183157,55
0603736,76.23193055479186,46.44863845051908,12.692808908897,115745,28
0603737,83.58504188488764,70.39225684234115,12.692808908897,126075,31
0603738,80.4058504016323,74.7252346556381,12.692808908897002,127564,29
0603739,73.95699036750085,43.659846642298746,12.692808908897,171332,39
