puma_geoid,hc_share,n_orig
606505,0.24404725297253,390240
606506,0.24404725297253,390240
606507,0.24404725297253,390240
606508,0.24404725297253,390240
606509,0.24404725297253,390240
606510,0.24404725297253,390240
606511,0.24404725297253,390240
606512,0.24404725297253,390240
606513,0.24404725297253,390240
606514,0.24404725297253,390240
606515,0.24404725297253,390240
606701,0.202319688618375,229686
606702,0.202319688618375,229686
606703,0.202319688618375,229686
606704,0.202319688618375,229686
606705,0.202319688618375,229686
606706,0.202319688618375,229686
606707,0.202319688618375,229686
606708,0.202319688618375,229686
606709,0.202319688618375,229686
606710,0.202319688618375,229686
606711,0.202319688618375,229686
606712,0.202319688618375,229686
607101,0.278585828245311,346238
607102,0.278585828245311,346238
607103,0.278585828245311,346238
607104,0.278585828245311,346238
607105,0.278585828245311,346238
607106,0.278585828245311,346238
607107,0.278585828245311,346238
607108,0.278585828245311,346238
607109,0.278585828245311,346238
607110,0.278585828245311,346238
607111,0.278585828245311,346238
607112,0.278585828245311,346238
607113,0.278585828245311,346238
607114,0.278585828245311,346238
607115,0.278585828245311,346238
607301,0.123476114505885,398652
607302,0.123476114505885,398652
607303,0.123476114505885,398652
607304,0.123476114505885,398652
607305,0.123476114505885,398652
607306,0.123476114505885,398652
607307,0.123476114505885,398652
607308,0.123476114505885,398652
607309,0.123476114505885,398652
607310,0.123476114505885,398652
607311,0.123476114505885,398652
607312,0.123476114505885,398652
607313,0.123476114505885,398652
607314,0.123476114505885,398652
607315,0.123476114505885,398652
607316,0.123476114505885,398652
607317,0.123476114505885,398652
607318,0.123476114505885,398652
607319,0.123476114505885,398652
607320,0.123476114505885,398652
607321,0.123476114505885,398652
607322,0.123476114505885,398652
607501,0.0596418779406289,59086
607502,0.0596418779406289,59086
607503,0.0596418779406289,59086
607504,0.0596418779406289,59086
607505,0.0596418779406289,59086
607506,0.0596418779406289,59086
607507,0.0596418779406289,59086
607701,0.239136473325116,115202
607702,0.239136473325116,115202
607703,0.239136473325116,115202
607704,0.239136473325116,115202
607901,0.0852107883520183,27919
607902,0.0852107883520183,27919
608101,0.0808384980799981,85677
608102,0.0808384980799981,85677
608103,0.0808384980799981,85677
608104,0.0808384980799981,85677
608105,0.0808384980799981,85677
608106,0.0808384980799981,85677
608301,0.111530533687635,40267
608302,0.111530533687635,40267
608303,0.111530533687635,40267
608501,0.0908924977983016,219149
608502,0.0908924977983016,219149
608503,0.0908924977983016,219149
608504,0.0908924977983016,219149
608505,0.0908924977983016,219149
608506,0.0908924977983016,219149
608507,0.0908924977983016,219149
608508,0.0908924977983016,219149
608509,0.0908924977983016,219149
608510,0.0908924977983016,219149
608511,0.0908924977983016,219149
608512,0.0908924977983016,219149
608513,0.0908924977983016,219149
608514,0.0908924977983016,219149
608701,0.0868538441353975,26677
608702,0.0868538441353975,26677
608900,0.185536600953739,20341
609501,0.199854308030595,74129
609502,0.199854308030595,74129
609503,0.199854308030595,74129
609701,0.0986175263022838,62352
609702,0.0986175263022838,62352
609703,0.0986175263022838,62352
609901,0.235330537481163,85603
609902,0.235330537481163,85603
609903,0.235330537481163,85603
609904,0.235330537481163,85603
610100,0.226497692615779,11394
610701,0.288639217796914,44592
610702,0.288639217796914,44592
610703,0.288639217796914,44592
611101,0.117713853141559,110964
611102,0.117713853141559,110964
611103,0.117713853141559,110964
611104,0.117713853141559,110964
611105,0.117713853141559,110964
611106,0.117713853141559,110964
611300,0.151540734487125,21321
800804,0.107623231271471,34369
800805,0.189186646694022,56656
