puma_geoid,cluster,cluster_label
5311605,2,Boom Markets
5311606,2,Boom Markets
5311607,4,Above-Average Recovery
5311608,4,Above-Average Recovery
5311609,4,Above-Average Recovery
5311610,2,Boom Markets
5311611,2,Boom Markets
5311612,2,Boom Markets
5311613,2,Boom Markets
5311614,2,Boom Markets
5311615,2,Boom Markets
5311616,4,Above-Average Recovery
5311701,2,Boom Markets
5311702,2,Boom Markets
5311703,2,Boom Markets
5311704,4,Above-Average Recovery
5311705,2,Boom Markets
5311706,2,Boom Markets
5311801,2,Boom Markets
5311802,2,Boom Markets
5311900,2,Boom Markets
5400100,3,Persistently Depressed
5400200,3,Persistently Depressed
5400300,3,Persistently Depressed
5400400,3,Persistently Depressed
5400500,3,Persistently Depressed
5400600,3,Persistently Depressed
5400700,3,Persistently Depressed
5400800,3,Persistently Depressed
5400900,3,Persistently Depressed
5401000,3,Persistently Depressed
5401100,3,Persistently Depressed
5401200,3,Persistently Depressed
5401300,3,Persistently Depressed
5500100,3,Persistently Depressed
5500101,1,Below-Average Recovery
5500102,1,Below-Average Recovery
5500103,1,Below-Average Recovery
5500200,3,Persistently Depressed
5500300,1,Below-Average Recovery
5500600,3,Persistently Depressed
5500700,3,Persistently Depressed
5500800,3,Persistently Depressed
5500900,3,Persistently Depressed
5501000,3,Persistently Depressed
5501001,3,Persistently Depressed
5501300,3,Persistently Depressed
5501301,3,Persistently Depressed
5501400,3,Persistently Depressed
5501401,1,Below-Average Recovery
5501500,1,Below-Average Recovery
5501501,3,Persistently Depressed
5501600,3,Persistently Depressed
5501601,3,Persistently Depressed
5502400,3,Persistently Depressed
5502500,1,Below-Average Recovery
5510000,1,Below-Average Recovery
5520000,1,Below-Average Recovery
5530000,1,Below-Average Recovery
5540101,1,Below-Average Recovery
5540301,1,Below-Average Recovery
5540701,1,Below-Average Recovery
5541001,3,Persistently Depressed
5541002,3,Persistently Depressed
5541003,3,Persistently Depressed
5541004,3,Persistently Depressed
5541005,3,Persistently Depressed
5550000,1,Below-Average Recovery
5555101,3,Persistently Depressed
5555102,1,Below-Average Recovery
5555103,3,Persistently Depressed
5570101,1,Below-Average Recovery
5570201,1,Below-Average Recovery
5570301,1,Below-Average Recovery
5600100,3,Persistently Depressed
5600200,3,Persistently Depressed
5600300,3,Persistently Depressed
5600400,3,Persistently Depressed
5600500,3,Persistently Depressed
