county_geoid,hc_share,n_orig
36009,0.257315842583249,2973
51157,0.167664670658683,835
51159,0.320099255583127,403
39081,0.269028571428571,4375
39083,0.2105588781192,4849
39085,0.16470925236322,24437
02050,0.192771084337349,249
39087,0.24019975031211,4005
39089,0.184676321326897,16158
27101,0.21882951653944,393
36011,0.247831800262812,3805
27103,0.148387096774194,2480
36013,0.23119673953316,5398
51161,0.14784478345449,9767
27105,0.233532934131737,668
36015,0.233473684210526,4750
51163,0.162522741055185,1649
27107,0.309711286089239,381
36017,0.255824372759857,2232
51165,0.15973597359736,6060
27109,0.106842814083242,15593
36019,0.19311761684643,3894
51167,0.298200514138818,1167
51169,0.294049008168028,857
39091,0.271100507008649,3353
39093,0.202802749867795,30256
39095,0.229796333481107,38347
39097,0.199610244988864,3592
39099,0.283141361256545,19100
28001,0.319277108433735,996
36021,0.20374269005848,4275
27111,0.196273608984176,3918
28003,0.350599781897492,1834
27113,0.217638691322902,703
36023,0.174633222905821,2113
28005,0.315789473684211,285
51171,0.186251839394576,4757
02068,0.119402985074627,67
27115,0.30176322418136,1985
36025,0.2904322486644,2059
51173,0.206611570247934,1815
28007,0.34971098265896,692
27117,0.237163814180929,409
36027,0.191593654714578,25909
28009,0.635782747603834,313
51175,0.304276315789474,1216
27119,0.238095238095238,1974
36029,0.164234389231859,49405
51177,0.199689753479792,23852
51179,0.170448439760281,24195
02070,0.180722891566265,83
19101,0.217948717948718,546
28011,0.367729831144465,1066
27121,0.216510903426791,642
36031,0.23421686746988,2075
28013,0.533687943262411,564
19103,0.0730005895067793,10178
27123,0.198875643734997,48739
36033,0.255788313120176,1814
28015,0.426315789473684,190
51181,0.289628180039139,511
19105,0.213690476190476,1680
27125,0.315789473684211,209
36035,0.291158536585366,3280
28017,0.573482428115016,626
19107,0.360236220472441,508
51183,0.352112676056338,568
27127,0.305057096247961,613
36037,0.227760736196319,2608
19109,0.243137254901961,765
51185,0.272429906542056,2140
28019,0.329931972789116,294
27129,0.299112801013942,789
36039,0.2194791101465,3686
51187,0.209694575292509,6581
28021,0.487654320987654,162
19111,0.416890080428954,746
27131,0.17363076410854,6007
36041,0.209230769230769,325
28023,0.464462809917355,605
19113,0.150834772596431,20844
36043,0.247151898734177,3160
27133,0.186234817813765,494
28025,0.415614236509759,871
19115,0.355789473684211,475
51191,0.186302807662031,3811
27135,0.247391952309985,671
36045,0.198793835157472,4477
28027,0.45703125,768
19117,0.344765342960289,554
51193,0.258133333333333,1875
27137,0.213487794786926,16919
36047,0.243784211567632,90978
19119,0.172348484848485,528
28029,0.439550140581068,1067
51195,0.34457671957672,1512
27139,0.142283000156584,19159
36049,0.214592274678112,932
51197,0.233766233766234,1617
51199,0.101973684210526,7600
40101,0.310953133228015,3798
40103,0.245430809399478,383
40105,0.316702819956616,461
40107,0.472573839662447,237
40109,0.22778534923339,58700
02090,0.150589970501475,6780
28031,0.455040871934605,734
19121,0.217136774880255,1879
27141,0.203554239170678,13505
36051,0.205908953873983,3317
19123,0.249348392701998,1151
28033,0.257740142894946,18895
27143,0.26079869600652,1227
36053,0.180522565320665,4210
28035,0.281264211005002,4398
19125,0.207109737248841,2588
27145,0.16256157635468,13398
36055,0.159541759676536,47486
28037,0.311320754716981,106
19127,0.21957207997194,2851
27147,0.194758620689655,3625
36057,0.284711964549483,2708
19129,0.24876673713883,1419
28039,0.44585448392555,1182
27149,0.170673076923077,416
36059,0.200589093660488,111018
41001,0.238493723849372,717
40111,0.52321083172147,2068
41003,0.0869565217391304,5497
40113,0.320296418279127,2429
41005,0.144488303115452,44841
40115,0.33160621761658,1544
41007,0.152106567534077,3228
40117,0.387334315169367,679
41009,0.205010585744531,5668
51800,0.226800212459215,13179
40119,0.200054809536859,3649
28041,0.559241706161138,422
19131,0.352713178294574,258
27151,0.283842794759825,458
36061,0.0232017615397162,49048
19133,0.365750528541226,473
28043,0.374613003095975,1292
27153,0.293228139381986,1521
36063,0.187384821578154,11938
19135,0.268011527377522,347
28045,0.213842058562555,3381
27155,0.298850574712644,174
36065,0.19041697753461,12063
19137,0.270998415213946,631
28047,0.220507951578448,12639
27157,0.189345991561181,1896
36067,0.146728221597752,29892
28049,0.400521812996784,16481
19139,0.283669724770642,2725
27159,0.276510067114094,745
36069,0.156626506024096,7055
41011,0.165406847487772,4498
40121,0.350859453993933,1978
41013,0.214694236691597,2273
40123,0.223746701846966,1895
41015,0.125991189427313,1135
40125,0.297186700767263,3910
41017,0.134735645252985,22867
40127,0.411764705882353,136
51810,0.185623157007883,66468
41019,0.173776086100538,7619
19141,0.319306930693069,404
28051,0.647921760391198,409
27161,0.271428571428571,1400
36071,0.221030834255241,35253
28053,0.642857142857143,196
19143,0.306306306306306,222
36073,0.281448849730788,2043
27163,0.142134579678597,31238
19145,0.298245614035088,741
27165,0.294559099437148,533
36075,0.224705261305648,5683
28057,0.427955133735979,1159
19147,0.274881516587678,422
27167,0.240331491712707,362
36077,0.25008768853034,2851
19149,0.236628849270665,1234
28059,0.230830274774328,10081
27169,0.172494172494172,3003
36079,0.169865738438588,10055
33001,0.204711495452512,6707
41021,0.22972972972973,74
40131,0.226305889162205,6911
33003,0.204447068083432,5082
41023,0.162962962962963,270
33005,0.205135773317592,6776
40133,0.414880201765448,793
41025,0.262820512820513,312
40135,0.267468764460898,2161
33007,0.345684803001876,2132
41027,0.104373177842566,1715
33009,0.217971217971218,5698
40137,0.354694485842027,3355
41029,0.154617634768074,21537
51820,0.200603318250377,1989
40139,0.240963855421687,581
28061,0.521560574948665,487
19151,0.338709677419355,248
27171,0.184992784992785,17325
36081,0.234896889312515,123799
28063,0.523809523809524,84
19153,0.190546889300169,49169
27173,0.244655581947744,421
36083,0.212778679422568,11707
28065,0.543795620437956,274
19155,0.267648725212465,8825
36085,0.191340962517114,38711
19157,0.22827804107425,1266
28067,0.426608821402748,2766
36087,0.166218222304695,21556
28069,0.416,125
19159,0.181318681318681,182
36089,0.241447891805887,2514
33011,0.146526245681222,48046
41031,0.229677419354839,1550
40141,0.444015444015444,259
33013,0.171668137687555,15862
41033,0.158057705840957,7105
40143,0.22581961053739,46577
33015,0.136878564545952,38399
41035,0.195181629964239,5313
33017,0.175036085998633,13163
40145,0.228255722178374,6335
41037,0.201365187713311,293
33019,0.276475823197864,3371
40147,0.218651211801897,3796
41039,0.160166912433721,31873
51830,0.0888888888888889,900
40149,0.392857142857143,336
28071,0.207311827956989,2325
19161,0.368653421633554,453
36091,0.149121540312876,20775
28073,0.213723776223776,4576
19163,0.228229123204387,16777
36093,0.214395660778421,13643
19165,0.3,700
28075,0.32953620829943,3687
36095,0.230204509701101,1907
28077,0.442084942084942,518
19167,0.228758169934641,918
36097,0.231664726426077,859
28079,0.477079796264856,589
19169,0.121136590229312,6018
36099,0.217258261933905,1634
25001,0.143540669856459,30096
41041,0.16030989272944,3356
25003,0.137599847850894,10516
40151,0.345911949685535,318
25005,0.158389397883634,59158
41043,0.203701699318108,9239
40153,0.2725,800
41045,0.253472222222222,1440
25007,0.156215005599104,1786
41047,0.200558618688334,27568
