puma_geoid,state_fips,puma_code,puma_name
1700104,17,00104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA"
1703412,17,03412,Cook County (South Central)--Bremen & Orland (East) Townships PUMA
1701300,17,01300,Sangamon County--Springfield City PUMA
1701900,17,01900,Tazewell County PUMA
1703005,17,03005,Kane County (Southeast)--Aurora Township PUMA
1703417,17,03417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA
1701105,17,01105,"St. Clair County (Northwest, Southwest & Southeast) PUMA"
1701205,17,01205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village PUMA"
1700401,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA"
1700300,17,00300,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA"
1703602,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA"
1703309,17,03309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA"
1703310,17,03310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA"
1703401,17,03401,Cook County (Northwest)--Palatine & Barrington Townships PUMA
1703415,17,03415,Cook County (North)--Wheeling Township (North & East) PUMA
1703504,17,03504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA"
1703522,17,03522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA"
1703523,17,03523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA"
1703530,17,03530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA"
1703410,17,03410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA"
1703102,17,03102,Will County (West Central)--Joliet & Troy Townships PUMA
1701500,17,01500,Macon County--Decatur City PUMA
1703208,17,03208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA"
1703420,17,03420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA"
1703105,17,03105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA
1703106,17,03106,Will County (Northwest)--DuPage & Wheatland Townships PUMA
1703528,17,03528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA"
1700501,17,00501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA"
1701204,17,01204,Madison County (East) PUMA
1701701,17,01701,Peoria County--Peoria City PUMA
1703008,17,03008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA
1703308,17,03308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA"
1703503,17,03503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA"
1703524,17,03524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA"
1703531,17,03531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA"
1703209,17,03209,DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA
1703418,17,03418,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA
1703408,17,03408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA"
1703527,17,03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA"
1703419,17,03419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA
1703520,17,03520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA"
1703521,17,03521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA"
1703409,17,03409,Cook County (West Central)--Lyons & Stickney Townships PUMA
1703202,17,03202,DuPage County (Central)--Milton Township PUMA
1703204,17,03204,DuPage County (Southeast)--Downers Grove Township PUMA
1703203,17,03203,DuPage County (South Central)--Lisle Township PUMA
1703207,17,03207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA
1703422,17,03422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA"
1703407,17,03407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA"
1703205,17,03205,DuPage County (East Central)--York Township PUMA
1703421,17,03421,Cook County (North)--Niles & Evanston Townships PUMA
1703501,17,03501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA"
1703502,17,03502,Chicago City (North)--Lake View & Lincoln Park PUMA
1703525,17,03525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA"
1703529,17,03529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA"
1702100,17,02100,Champaign County--Champaign & Urbana Cities PUMA
1701104,17,01104,St. Clair County (Central & Northeast) PUMA
1702501,17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA"
1702601,17,02601,DeKalb County PUMA
1703009,17,03009,Kane County (West) PUMA
1703526,17,03526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA"
1801400,18,01400,"Grant, Miami & Wabash Counties PUMA"
1802000,18,02000,Delaware County--Muncie City PUMA
1802900,18,02900,Bartholomew & Jackson Counties--Columbus City PUMA
1802200,18,02200,Hendricks County PUMA
1802800,18,02800,Monroe County--Bloomington City PUMA
1801801,18,01801,Boone & Hamilton (Northwest) Counties PUMA
1801300,18,01300,"Howard, Cass & Tipton Counties--Kokomo City PUMA"
1801900,18,01900,Madison County--Anderson City PUMA
1802500,18,02500,Hancock & Shelby Counties PUMA
1802400,18,02400,Johnson County--Greenwood City PUMA
1802304,18,02304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA
1802301,18,02301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA
1801802,18,01802,Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA
1801803,18,01803,Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA
1802303,18,02303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA
1802306,18,02306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA
1802307,18,02307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA
1802302,18,02302,Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA
1802305,18,02305,Marion County--Center Township--Indianapolis City (Central) PUMA
1803200,18,03200,"Warrick, Gibson & Posey Counties PUMA"
1803400,18,03400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA"
1801600,18,01600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA"
1803300,18,03300,Vanderburgh County--Evansville City PUMA
1801002,18,01002,Allen County (Central)--Fort Wayne City (North) PUMA
1802700,18,02700,"Greene, Daviess, Owen, Orange & Martin Counties PUMA"
1802100,18,02100,"Morgan, Putnam & Brown Counties PUMA"
1801200,18,01200,Tippecanoe County--Lafayette & West Lafayette Cities PUMA
1800800,18,00800,Kosciusko & Marshall Counties PUMA
1801001,18,01001,Allen County (Central)--Fort Wayne City (South) PUMA
1801700,18,01700,Vigo County--Terre Haute City PUMA
1801100,18,01100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA"
1800700,18,00700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA"
1800104,18,00104,Lake County (South) PUMA
1800103,18,00103,Lake County (Central) PUMA
1800101,18,00101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA
1800102,18,00102,Lake County (Northeast)--Gary City & Griffith Town PUMA
1800200,18,00200,Porter County PUMA
1800300,18,00300,LaPorte County PUMA
1800402,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA
1800401,18,00401,St. Joseph County (North)--South Bend City PUMA
1800500,18,00500,Elkhart County--Elkhart & Goshen Cities PUMA
1800600,18,00600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA"
1801003,18,01003,Allen County (Outside Fort Wayne City) PUMA
1800900,18,00900,"Huntington, Whitley, Adams & Wells Counties PUMA"
1801500,18,01500,"Henry, Randolph, Jay & Blackford Counties PUMA"
1802600,18,02600,"Wayne, Fayette, Rush & Union Counties PUMA"
1803100,18,03100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties PUMA"
1803000,18,03000,"Jefferson, Jennings, Decatur & Scott Counties PUMA"
1803600,18,03600,Clark County--Jeffersonville City PUMA
1803500,18,03500,"Floyd, Harrison & Washington Counties PUMA"
1901800,19,01800,South Central Iowa PUMA
1902100,19,02100,Southwest Iowa--Council Bluffs City PUMA
1901900,19,01900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA"
1900600,19,00600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA"
1901100,19,01100,Johnson County--Iowa City PUMA
1901400,19,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA"
1900500,19,00500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA
1901200,19,01200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA"
1901000,19,01000,Linn County--Cedar Rapids City PUMA
1901300,19,01300,Story & Boone Counties--Ames City PUMA
1901600,19,01600,Polk County (East)--Ankeny & Altoona Cities PUMA
1901500,19,01500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities PUMA
1901700,19,01700,Des Moines City PUMA
1902000,19,02000,Woodbury & Plymouth Counties--Sioux City PUMA
1900100,19,00100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA"
1900200,19,00200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA"
1900400,19,00400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA"
1900700,19,00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA"
1900800,19,00800,"Clinton, Muscatine, Jones & Cedar Counties PUMA"
1900900,19,00900,Scott County--Davenport City PUMA
1902300,19,02300,"Des Moines, Lee, Henry & Louisa Counties PUMA"
1902200,19,02200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA"
2000603,20,00603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA"
2001301,20,01301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA
2001000,20,01000,Central Kansas--Hutchinson City PUMA
2000801,20,00801,Shawnee County (Central)--Topeka City PUMA
2000700,20,00700,Douglas County--Lawrence City PUMA
2000601,20,00601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA"
2001303,20,01303,Sedgwick County (Central)--Wichita City (Central) PUMA
2001500,20,01500,Southeast Kansas PUMA
2000900,20,00900,Flint Hills Region--Emporia City PUMA
2001100,20,01100,South Central Kansas PUMA
2001200,20,01200,"Southwest Kansas--Dodge City, Garden City & Liberal City PUMA"
2001302,20,01302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA
2001304,20,01304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities PUMA
2000300,20,00300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA"
2000100,20,00100,Northwest Kansas PUMA
2000200,20,00200,North Central Kansas--Salina City PUMA
2000802,20,00802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA"
2000400,20,00400,Northeast Kansas PUMA
2000500,20,00500,Wyandotte County--Kansas City PUMA
2000602,20,00602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA"
2000604,20,00604,Johnson County (Southeast)--Blue Valley Region PUMA
2001400,20,01400,East Central Kansas PUMA
2100100,21,00100,Purchase Area Development District PUMA
2100200,21,00200,Pennyrile Area Development District (North) PUMA
2101400,21,01400,Green River Area Development District (Southwest) PUMA
2101500,21,01500,Green River Area Development District (Northeast)--Daviess & Hancock Counties PUMA
2101300,21,01300,Lincoln Trail Area Development District (West) PUMA
2101706,21,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA
2101701,21,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA
2101702,21,01702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA
2101703,21,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA
2101800,21,01800,KIPDA Area Development District (Northeast) PUMA
2102600,21,02600,Northern Kentucky Area Development District (Southeast) PUMA
2102500,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA
2102000,21,02000,Bluegrass Area Development District (West) PUMA
2102100,21,02100,Bluegrass Area Development District (South) PUMA
2101902,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA
2102200,21,02200,Bluegrass Area Development District (Southeast) PUMA
2101901,21,01901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA
2102400,21,02400,Northern Kentucky Area Development District (North Central)--Kenton County PUMA
2102700,21,02700,Buffalo Trace & Gateway Area Development Districts PUMA
2102800,21,02800,FIVCO Area Development District PUMA
2101100,21,01100,Big Sandy Area Development District PUMA
2101000,21,01000,Kentucky River Area Development District PUMA
2100900,21,00900,Cumberland Valley Area Development District (South) PUMA
2100700,21,00700,Lake Cumberland Area Development District (East) PUMA
2100600,21,00600,Lake Cumberland Area Development District (West) PUMA
2100400,21,00400,Barren River Area Development District (Outer) PUMA
2100300,21,00300,Pennyrile Area Development District (South) PUMA
2101600,21,01600,KIPDA Area Development District (Southeast) PUMA
2100500,21,00500,Barren River Area Development District (Central)--Warren County PUMA
2102300,21,02300,Bluegrass Area Development District (Northeast) PUMA
2100800,21,00800,Cumberland Valley Area Development District (North) PUMA
2101200,21,01200,Lincoln Trail Area Development District (East) PUMA
2101705,21,01705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA
2101704,21,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA
2200101,22,00101,Coordinating & Development Corporation 2--Shreveport City (South) PUMA
2200400,22,00400,North Delta Regional Planning & Development District 1--Ouachita Parish PUMA
2202400,22,02400,Regional Planning Commission 6--New Orleans City (Northeast) PUMA
2201000,22,01000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA
2201502,22,01502,Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA
2202402,22,02402,Regional Planning Commission 8--New Orleans City (South) PUMA
2201900,22,01900,South Central Planning & Development Commission 1--River Parishes PUMA
2202300,22,02300,Regional Planning Commission 3--Jefferson Parish (North) PUMA
2202401,22,02401,Regional Planning Commission 7--New Orleans City (Central) PUMA
2202302,22,02302,Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA
2201201,22,01201,Acadiana Regional Development District 4--Lafayette Parish (South) PUMA
2201200,22,01200,Acadiana Regional Development District 3--Lafayette Parish (North) PUMA
2201500,22,01500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA
2201501,22,01501,Capital Region Planning Commission 3--Baton Rouge City PUMA
2201600,22,01600,Capital Region Planning Commission 5--Ascension Parish PUMA
2202301,22,02301,Regional Planning Commission 4--Jefferson Parish (Central) PUMA
2202100,22,02100,South Central Planning & Development Commission 3--Terrebonne Parish PUMA
2201300,22,01300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA"
2201100,22,01100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA
2200900,22,00900,Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA
2200800,22,00800,Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA
2200700,22,00700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA
2200100,22,00100,Coordinating & Development Corporation 1--Shreveport City (North) PUMA
2200200,22,00200,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA
2200300,22,00300,Coordinating & Development Corporation 4--Northwest Louisiana PUMA
2200500,22,00500,North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA
2200600,22,00600,Kisatchie Delta Regional Planning & Development District 1 PUMA
2201400,22,01400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA
2201700,22,01700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA
2201800,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA
2202200,22,02200,Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA
2202201,22,02201,Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA
2202500,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA"
2202000,22,02000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA
2300200,23,00200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA"
2300100,23,00100,Northeast Maine--Aroostook & Washington Counties PUMA
2300500,23,00500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties PUMA"
2300700,23,00700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA
2301000,23,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA"
2300800,23,00800,South Maine--York (West) & Cumberland (West) Counties PUMA
2300300,23,00300,Penobscot County PUMA
2300900,23,00900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA
2300400,23,00400,Kennebec County PUMA
2300600,23,00600,Androscoggin County PUMA
2400100,24,00100,Allegany & Garrett Counties--Cumberland City PUMA
2400200,24,00200,Washington County--Hagerstown City PUMA
2400301,24,00301,Frederick County (Outside Greater Frederick City) PUMA
2400400,24,00400,Carroll County PUMA
2400501,24,00501,Baltimore County (Outer) PUMA
2400601,24,00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA"
2400700,24,00700,Cecil County PUMA
2401300,24,01300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA"
2401400,24,01400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA"
2401500,24,01500,St. Mary's & Calvert Counties PUMA
2401600,24,01600,Charles County--La Plata Town & Waldorf PUMA
2401106,24,01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom PUMA"
2401107,24,01107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA"
2401104,24,01104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA"
2401103,24,01103,Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA
2401101,24,01101,Prince George's County (Northwest)--College Park City & Langley Park PUMA
2401007,24,01007,Montgomery County (Southeast)--Takoma Park City & Silver Spring PUMA
2401004,24,01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA"
2401001,24,01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA"
2400602,24,00602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA
2401005,24,01005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA"
2401003,24,01003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA"
2400302,24,00302,Frederick County (Central)--Greater Frederick City PUMA
2400503,24,00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA"
2401204,24,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA"
2401002,24,01002,Montgomery County (West Central)--Germantown & Montgomery Village PUMA
2400502,24,00502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA"
2400504,24,00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA"
2400505,24,00505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA"
2400506,24,00506,"Baltimore County--Dundalk, Essex & Edgemere PUMA"
2400805,24,00805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA"
2401202,24,01202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA"
2401203,24,01203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA"
2401105,24,01105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA"
2400804,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA"
2401102,24,01102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA"
2401006,24,01006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA"
2400901,24,00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) PUMA
2400507,24,00507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA"
2400801,24,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA"
2400802,24,00802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA"
2401201,24,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA"
2400902,24,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA"
2400803,24,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA"
2501600,25,01600,Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA
2501902,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA
2501901,25,01901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities PUMA
2500301,25,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA"
2500502,25,00502,Middlesex County (Far Northeast)--Lowell City PUMA
2501300,25,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA"
2500704,25,00704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA"
2503306,25,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA"
2503302,25,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA"
2503603,25,03603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA
2503900,25,03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA"
2504700,25,04700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA
2504303,25,04303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA"
2501900,25,01900,Hampden County (Central)--Springfield City PUMA
2500302,25,00302,Worcester County (West Central) PUMA
2501400,25,01400,Middlesex (West Central) & Worcester (East) Counties PUMA
2502800,25,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA"
2500507,25,00507,Middlesex County (East)--Somerville & Everett Cities PUMA
2504902,25,04902,Plymouth County (Central) PUMA
2502400,25,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA"
2500303,25,00303,Worcester County (East Central) PUMA
2501000,25,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA"
2500508,25,00508,Middlesex County (East)--Malden & Medford Cities PUMA
2500506,25,00506,Middlesex County (East)--Cambridge City PUMA
2503304,25,03304,Boston City--Mattapan & Roxbury PUMA
2504901,25,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA
2500300,25,00300,Worcester County (Central)--Worcester City PUMA
2503301,25,03301,"Boston City--Allston, Brighton & Fenway PUMA"
2503305,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA"
2503602,25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA"
2504000,25,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA"
2503500,25,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA
2500503,25,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA"
2500505,25,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA"
2503400,25,03400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA
2500504,25,00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA"
2500100,25,00100,Berkshire County--Pittsfield City PUMA
2500200,25,00200,Franklin & Hampshire (North) Counties PUMA
2500400,25,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA"
2500501,25,00501,Middlesex County (Outside Lowell City) PUMA
2500701,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA"
2500702,25,00702,Essex County (Central)--Amesbury Town City PUMA
2500703,25,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA"
2503303,25,03303,Boston City--Dorchester & South Boston PUMA
2504903,25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA"
2504800,25,04800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA"
2504500,25,04500,Bristol County (South)--New Bedford City & Fairhaven Town PUMA
2504301,25,04301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA
2504302,25,04302,Bristol County (Central)--Fall River City & Somerset Town PUMA
2504200,25,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA"
2503601,25,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA
2500304,25,00304,Worcester County (South) PUMA
2600100,26,00100,Western Upper Peninsula PUMA
2603201,26,03201,Wayne County (Northwest) PUMA
2602702,26,02702,Washtenaw County (East Central)--Ann Arbor City Area PUMA
2602102,26,02102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA
2601003,26,01003,Kent County (Southeast) PUMA
2601100,26,01100,"Ionia, Montcalm, Mecosta & Osceola Counties PUMA"
2601704,26,01704,Genesee (West) & Shiawassee Counties PUMA
2603006,26,03006,Macomb County (Southwest)--Warren & Center Line Cities PUMA
2603208,26,03208,Detroit City (Northwest) PUMA
2602800,26,02800,Livingston County PUMA
2601801,26,01801,Ingham County (South & East) PUMA
2601900,26,01900,Eaton & Clinton Counties PUMA
2601004,26,01004,Kent County (North) PUMA
2601200,26,01200,"Isabella, Gratiot & Clare Counties PUMA"
2601702,26,01702,"Genesee County (Central, Outside Flint City) PUMA"
2602902,26,02902,Oakland County (Northeast) PUMA
2603003,26,03003,Macomb County (Southwest)--Sterling Heights City PUMA
2601002,26,01002,Kent County (Central)--Grand Rapids City Area PUMA
2601703,26,01703,Genesee County (Central)--Flint City Area PUMA
2602903,26,02903,Oakland County (East Central)--Troy & Rochester Area PUMA
2603209,26,03209,Detroit City (North Central) PUMA
2603204,26,03204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA"
2602901,26,02901,Oakland County (West) PUMA
2602905,26,02905,Oakland County (Southwest) PUMA
2603202,26,03202,Wayne County (North Central)--Livonia City & Redford Charter Township PUMA
2602908,26,02908,Oakland County (Southeast) PUMA
2602907,26,02907,Oakland County (South Central)--Farmington & Southfield Area PUMA
2602904,26,02904,Oakland County (Central) PUMA
2602906,26,02906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA
2601802,26,01802,Ingham County (Northwest) PUMA
2600500,26,00500,Northwest Lower Peninsula (West) PUMA
2601400,26,01400,Bay & Midland Counties PUMA
2603001,26,03001,Macomb County (North) PUMA
2603005,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA"
2600400,26,00400,Northwest Lower Peninsula (East) PUMA
2602701,26,02701,"Washtenaw County (West, Northeast & Southeast) PUMA"
2602000,26,02000,Calhoun & Barry Counties PUMA
2600802,26,00802,Ottawa County (East) PUMA
2603002,26,03002,Macomb County (Central) PUMA
2603203,26,03203,Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA
2603205,26,03205,Wayne County (Southwest) PUMA
2602703,26,02703,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA"
2602600,26,02600,Jackson County PUMA
2602101,26,02101,Kalamazoo County (Outer) PUMA
