puma_geoid,state_fips,puma_code,puma_name
0607315,06,07315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA
0607312,06,07312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA
0607311,06,07311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA
0605915,06,05915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA
0605904,06,05904,Orange County (Central)--Irvine City (Central) PUMA
0603761,06,03761,Los Angeles County (South Central)--Torrance City PUMA
0603759,06,03759,Los Angeles County (South Central)--Hawthorne City PUMA
0603749,06,03749,Los Angeles County (Central)--Inglewood City PUMA
0611102,06,11102,Ventura County (Southeast)--Thousand Oaks City PUMA
0608301,06,08301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA
0607902,06,07902,San Luis Obispo County (East)--Inland Region PUMA
0603100,06,03100,Kings County--Hanford City PUMA
0601901,06,01901,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA"
0605909,06,05909,Orange County (North Central)--Anaheim City (West) PUMA
0603764,06,03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA"
0603731,06,03731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA
0603722,06,03722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA
0603718,06,03718,Los Angeles County (Central)--Pasadena City PUMA
0603738,06,03738,Los Angeles County (Central)--El Monte & South El Monte Cities PUMA
0603715,06,03715,Los Angeles County (East Central)--West Covina City PUMA
0800810,08,00810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA
0800809,08,00809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA
0800808,08,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA
0800820,08,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA"
0800813,08,00813,Denver City (Northwest) PUMA
0800815,08,00815,Denver City (Southeast) PUMA
0804103,08,04103,El Paso County (Central)--Colorado Springs City (Central) PUMA
0804101,08,04101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA
0804102,08,04102,El Paso County (West Central)--Colorado Springs City (West) PUMA
0800811,08,00811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA
0800816,08,00816,Denver City (Southwest) PUMA
0800814,08,00814,Denver City (South Central) PUMA
0801002,08,01002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA"
0800200,08,00200,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA"
0800400,08,00400,"Eagle, Summit, Grand & Jackson Counties PUMA"
0800103,08,00103,Larimer County (North)--Fort Collins City PUMA
0800100,08,00100,Northeast Colorado--Eastern Plains Region PUMA
0800800,08,00800,Southeast Colorado PUMA
0800900,08,00900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA"
0801001,08,01001,Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA
0800102,08,00102,Larimer County (South)--Loveland City PUMA
0800300,08,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA"
0800824,08,00824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA
0800600,08,00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA"
0800801,08,00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA"
0800807,08,00807,Adams County (West Central)--Commerce City & Brighton Cities PUMA
0800700,08,00700,Pueblo County (North)--Pueblo City & Pueblo West PUMA
0800803,08,00803,Boulder County (Central)--Boulder City PUMA
0800802,08,00802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA
0800812,08,00812,Denver City (Northeast) PUMA
0800818,08,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA"
0800817,08,00817,Jefferson County (Northeast)--Arvada City PUMA
0800804,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA"
0800806,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA
0800823,08,00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery PUMA
0804106,08,04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA
0804104,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA
0804105,08,04105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA
0800822,08,00822,Douglas County (South)--Castle Rock Town PUMA
0800821,08,00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA
0800819,08,00819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA
0800805,08,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA
0900904,09,00904,"West Haven, Milford & Orange Towns PUMA"
0900105,09,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA"
0900104,09,00104,Bridgeport Town PUMA
0900900,09,00900,New Haven County (Northwest) PUMA
0900304,09,00304,"Bristol, Southington & Burlington Towns PUMA"
0900901,09,00901,Waterbury Town PUMA
0900302,09,00302,Hartford Town PUMA
0900301,09,00301,Manchester & East Hartford Towns PUMA
0900306,09,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA"
0900902,09,00902,"Meriden, Wallingford & North Haven Towns PUMA"
0900903,09,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA"
0900305,09,00305,"New Britain, Berlin & Plainville Towns PUMA"
0900102,09,00102,Stamford & Greenwich Towns PUMA
0900101,09,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA"
0900100,09,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA"
0900500,09,00500,Litchfield County PUMA
0900300,09,00300,Hartford County (North) PUMA
0901300,09,01300,Tolland County PUMA
0901500,09,01500,Windham County PUMA
0901100,09,01100,New London County (North) PUMA
0901101,09,01101,New London County (South) PUMA
0900700,09,00700,Middlesex County PUMA
0900906,09,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA"
0900103,09,00103,"Norwalk, Westport & Darien Towns PUMA"
0900303,09,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA"
0900905,09,00905,New Haven Town PUMA
1000103,10,00103,New Castle County (West Central)--Newark City & Brookside PUMA
1000102,10,00102,New Castle County (North)--Hockessin PUMA
1000104,10,00104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA"
1000200,10,00200,Kent County--Dover City PUMA
1000300,10,00300,Sussex County PUMA
1000101,10,00101,New Castle County (East Central)--Wilmington City PUMA
1100101,11,00101,District of Columbia (West) PUMA
1100102,11,00102,District of Columbia (North) PUMA
1100103,11,00103,District of Columbia (Northeast) PUMA
1100104,11,00104,District of Columbia (East) PUMA
1100105,11,00105,District of Columbia (Central) PUMA
1208102,12,08102,Manatee County (West Central) PUMA
1205708,12,05708,Hillsborough County (South County) PUMA
1210301,12,10301,Pinellas County (North) PUMA
1210103,12,10103,Pasco County (Gulf Coast) PUMA
1205301,12,05301,Hernando County PUMA
1203301,12,03301,Escambia County (North) PUMA
1211300,12,11300,Santa Rosa County PUMA
1209100,12,09100,Okaloosa County PUMA
1200500,12,00500,"Walton, Washington, Holmes & Bay Counties PUMA"
1206300,12,06300,Apalachee Region (Outside Leon County) PUMA
1207300,12,07300,Leon County (Outer) PUMA
1212100,12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA"
1202300,12,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA"
1208900,12,08900,Nassau & Baker Counties PUMA
1203101,12,03101,Duval County (Outer)--Jacksonville City (North & West) PUMA
1210900,12,10900,St. Johns County (North) PUMA
1203500,12,03500,Flagler & Volusia (North Central) Counties PUMA
1212703,12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA"
1200902,12,00902,Brevard County (East)--Beaches & Merritt Island PUMA
1206100,12,06100,Indian River County PUMA
1211101,12,11101,St. Lucie County (North) PUMA
1208500,12,08500,Martin County PUMA
1209902,12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA
1201109,12,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA
1208700,12,08700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA
1202102,12,02102,Collier County (Southwest) PUMA
1207101,12,07101,Lee County (South & West)--Barrier Islands Region PUMA
1201500,12,01500,Charlotte County PUMA
1211502,12,11502,Sarasota County (Central & Gulf Coast) PUMA
1209906,12,09906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA
1209907,12,09907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA
1209908,12,09908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA
1201103,12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA"
1201104,12,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA
1201108,12,01108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA
1201113,12,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA
1201114,12,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA"
1208604,12,08604,Miami-Dade County (Northeast)--Aventura City & Surfside Town PUMA
1208612,12,08612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA
1201701,12,01701,Citrus County PUMA
1203302,12,03302,Escambia County (South) PUMA
1203104,12,03104,Duval County (East)--Jacksonville City (Beaches) PUMA
1210700,12,10700,Putnam & St. Johns (South) Counties PUMA
1212702,12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA"
1209901,12,09901,Palm Beach County (Northeast) PUMA
1209903,12,09903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA
1209905,12,09905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA"
1208614,12,08614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA
1208616,12,08616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA"
1208623,12,08623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA
1210308,12,10308,Pinellas County (South Central)--St. Petersburg City (West) PUMA
1210305,12,10305,Pinellas County (West Central)--Greater Seminole City PUMA
1210303,12,10303,Pinellas County (Central)--Clearwater City (South & Central) PUMA
1210302,12,10302,Pinellas County (North Central) PUMA
1207301,12,07301,Leon County (Central)--Tallahassee City (Central) PUMA
1201900,12,01900,Clay County PUMA
1203102,12,03102,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA
1203103,12,03103,Duval County (North Central)--Jacksonville City (Arlington) PUMA
1203105,12,03105,Duval County (Southeast)--Jacksonville City (Southeast) PUMA
1200901,12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA"
1201107,12,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA
1201102,12,01102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA
1209910,12,09910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA
1208606,12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA"
1208610,12,08610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA
1208609,12,08609,Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA
1208607,12,08607,Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA
1208602,12,08602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA
1210104,12,10104,Pasco County (South) PUMA
1206902,12,06902,Sumter (North) & Lake (North) Counties PUMA
1208302,12,08302,Marion County (Central)--Ocala City PUMA
1209508,12,09508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA
1210504,12,10504,Polk County (South) PUMA
1205701,12,05701,Hillsborough County (Central)--Tampa City (Central) PUMA
1205704,12,05704,Hillsborough County (North Central) PUMA
1210101,12,10101,Pasco County (East Central) PUMA
1206903,12,06903,Lake (South) & Sumter (South) Counties PUMA
1206901,12,06901,Lake County (North) PUMA
1209300,12,09300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties PUMA"
1207104,12,07104,Lee County (Central)--Greater Fort Myers City PUMA
1202700,12,02700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties PUMA"
1205707,12,05707,Hillsborough County (Central) PUMA
1205703,12,05703,Hillsborough County (Northwest) PUMA
1210306,12,10306,Pinellas County (Central)--Greater Pinellas Park City PUMA
1208303,12,08303,Marion County (South Central) PUMA
1200101,12,00101,Alachua County (Central)--Gainesville City (Central) PUMA
1203106,12,03106,Duval County (South Central)--Jacksonville City (Southeast River) PUMA
1212701,12,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA"
1211704,12,11704,Seminole County (East) PUMA
1209510,12,09510,Orange County (Northeast) PUMA
1209509,12,09509,Orange County (Southeast) PUMA
1209702,12,09702,Osceola County (East) PUMA
1209904,12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA
1209909,12,09909,Palm Beach County (West of Boca Raton City) PUMA
1208615,12,08615,Miami-Dade County (East Central)--Miami City (West) PUMA
1208620,12,08620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA"
1201110,12,01110,Broward County (Central)--Davie Town & Cooper City PUMA
1211702,12,11702,Seminole County (North Central) PUMA
1211703,12,11703,Seminole County (South Central) PUMA
1209504,12,09504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA"
1209701,12,09701,Osceola County (West) PUMA
1210502,12,10502,Polk County (Northeast) PUMA
1210503,12,10503,Polk County (Central) PUMA
1205706,12,05706,Hillsborough County (Northeast) PUMA
1211701,12,11701,Seminole County (West) PUMA
1209505,12,09505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA
1205705,12,05705,Hillsborough County (North Central)--Tampa City (North) PUMA
1202103,12,02103,Collier County (East) PUMA
1202101,12,02101,Collier County (Northwest) PUMA
1207105,12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA
1207102,12,07102,Lee County (Northwest)--Cape Coral City PUMA
1211503,12,11503,Sarasota County (East) PUMA
1211501,12,11501,Sarasota County (North) PUMA
1208103,12,08103,Manatee County (South) PUMA
1208101,12,08101,Manatee County (North) PUMA
1208618,12,08618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA
1208608,12,08608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA"
1200903,12,00903,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA
1200904,12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA"
1208603,12,08603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA
1208611,12,08611,Miami-Dade County (Northeast Central)--Miami City (North) PUMA
1208613,12,08613,Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA
1208624,12,08624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA
1201101,12,01101,Broward County (West)--Coral Springs & Parkland Cities PUMA
1207103,12,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA
1205702,12,05702,Hillsborough County (Southwest)--Tampa City (South) PUMA
1210307,12,10307,Pinellas County (Southeast)--St. Petersburg City (East) PUMA
1210304,12,10304,Pinellas County (Central)--Greater Largo City PUMA
1210102,12,10102,Pasco County (West Central) PUMA
1210501,12,10501,Polk County (Northwest) PUMA
1209501,12,09501,Orange County (Northwest) PUMA
1209503,12,09503,Orange County (Southwest)--Disney-International Drive Region PUMA
1209502,12,09502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA"
1209507,12,09507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA"
1209506,12,09506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA
1208601,12,08601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA
1201112,12,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA
1201111,12,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA"
1201106,12,01106,Broward County (Central)--Plantation & Sunrise Cities PUMA
1201105,12,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA"
1209911,12,09911,Palm Beach County (West)--Glades & Western Communities PUMA
1208301,12,08301,Marion County (North) PUMA
1200102,12,00102,Alachua County (Outer) PUMA
1203107,12,03107,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA
1212704,12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA
1211102,12,11102,St. Lucie County (South) PUMA
1208605,12,08605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA
1208617,12,08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA"
1208622,12,08622,Miami-Dade County (Southwest)--South Miami Heights PUMA
1208621,12,08621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA"
1208619,12,08619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA
1301700,13,01700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA
1302200,13,02200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA"
1302300,13,02300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA
1302500,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA"
1300401,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA
1301200,13,01200,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA
1302100,13,02100,Three Rivers Regional Commission (North Central)--Coweta County PUMA
1301004,13,01004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA
1304500,13,04500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA
1302900,13,02900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA
1303400,13,03400,Georgia Mountains Regional Commission (South Central)--Hall County PUMA
1303800,13,03800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA
1301300,13,01300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA
1300900,13,00900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA
1304001,13,04001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA
1304006,13,04006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA
1302003,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA
1302004,13,02004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA
1301005,13,01005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA
1304004,13,04004,Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA
1306002,13,06002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA
1303005,13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA
1304002,13,04002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA
1304003,13,04003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA
1301008,13,01008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA
1301007,13,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA
1303001,13,03001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA
1304005,13,04005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA
1301006,13,01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA
1301002,13,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA
1302001,13,02001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA
1302002,13,02002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA
1301001,13,01001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA
1301900,13,01900,Three Rivers Regional Commission (East) PUMA
1302400,13,02400,Atlanta Regional Commission (South Central)--Fayette County PUMA
1304400,13,04400,Atlanta Regional Commission (Southwest)--Douglas County PUMA
1302600,13,02600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA"
1302700,13,02700,Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA
1302800,13,02800,Northwest Georgia Regional Commission (Northeast) PUMA
1303102,13,03102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA
1303300,13,03300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA
1303600,13,03600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA
1303900,13,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA"
1301600,13,01600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA
1303200,13,03200,Georgia Mountains Regional Commission (North & Northwest) PUMA
1303500,13,03500,Georgia Mountains Regional Commission (Southeast) PUMA
1303700,13,03700,Northeast Georgia Regional Commission (East) PUMA
1304200,13,04200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA
1304100,13,04100,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA
1304000,13,04000,Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA
1300300,13,00300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA"
1300402,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA
1300200,13,00200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA"
1300100,13,00100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA
1300500,13,00500,Southern Georgia Regional Commission (East & Central) PUMA
1300600,13,00600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA
1300700,13,00700,Southern Georgia Regional Commission (West) PUMA
1300800,13,00800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA"
1301100,13,01100,Southwest Georgia Regional Commission (West & Central) PUMA
1301800,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA
1301003,13,01003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA
1303101,13,03101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA
1301500,13,01500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA
1301400,13,01400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA
1305001,13,05001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA
1305002,13,05002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA
1303004,13,03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA
1303003,13,03003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA
1303002,13,03002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA
1304300,13,04300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA
1306001,13,06001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA
1304600,13,04600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA
1500301,15,00301,Honolulu County--Rural Oahu PUMA
1500100,15,00100,"Maui, Kalawao & Kauai Counties PUMA"
1500200,15,00200,Hawaii County PUMA
1500307,15,00307,Honolulu County--Central Oahu PUMA
1500302,15,00302,Honolulu County--Koolaupoko PUMA
1500303,15,00303,Honolulu County--East Honolulu to Kapahulu PUMA
1500304,15,00304,Honolulu County--Tantalus to Waikiki PUMA
1500305,15,00305,Honolulu County--Nuuanu to Kalihi PUMA
1500306,15,00306,Honolulu County--Moanalua to Pearl City PUMA
1500308,15,00308,Honolulu County--Ewa PUMA
1600800,16,00800,Ada County (South)--Boise (South) & Kuna Cities PUMA
1600701,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA
1600600,16,00600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA
1600702,16,00702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA
1600100,16,00100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA"
1600400,16,00400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA"
1600300,16,00300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA
1600200,16,00200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA"
1601100,16,01100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA"
1601200,16,01200,Bonneville County--Idaho Falls City PUMA
1601300,16,01300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA"
1600900,16,00900,Twin Falls & Cassia Counties--Twin Falls City PUMA
1600500,16,00500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA
1601000,16,01000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA"
1703411,17,03411,Cook County (South Central)--Worth & Calumet Townships PUMA
1703107,17,03107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA"
1703700,17,03700,Kendall & Grundy Counties PUMA
1702000,17,02000,McLean County PUMA
1701602,17,01602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA"
1702400,17,02400,LaSalle County PUMA
1703007,17,03007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA"
1702700,17,02700,Stephenson & Ogle Counties PUMA
1702801,17,02801,Winnebago County (Southeast & West)--Rockford City PUMA
1702901,17,02901,Winnebago (Northeast) & Boone Counties PUMA
1703601,17,03601,"McHenry County (North, West & Central) PUMA"
1703306,17,03306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA"
1703307,17,03307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships PUMA"
1703416,17,03416,Cook County (Northeast)--Northfield & New Trier Townships PUMA
1703532,17,03532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA"
1703413,17,03413,Cook County (Southeast)--Thornton Township PUMA
1703414,17,03414,Cook County (South)--Bloom & Rich Townships PUMA
1703108,17,03108,Will County (South) PUMA
1702300,17,02300,Kankakee County PUMA
1702200,17,02200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA"
1700600,17,00600,"Douglas, Edgar, Coles & Cumberland Counties PUMA"
1700700,17,00700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA"
1700800,17,00800,South & Southeast Illinois PUMA
1700900,17,00900,"Jackson, Williamson, Franklin & Perry Counties PUMA"
1701001,17,01001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA"
1700202,17,00202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA"
1700105,17,00105,Rock Island County PUMA
