puma_geoid,lisa_p,lisa_type
0804104,0.27128487243395843,Not Significant
0804105,0.3213164986978116,Not Significant
0800822,0.2669871849327509,Not Significant
0800821,0.11195510191664163,Not Significant
0800819,0.019670211004996076,High-High
0800805,0.018818237061365737,High-High
0900904,0.016845472086313835,Low-Low (Unrecovered Core)
0900105,3.7829671663326903e-4,Low-Low (Unrecovered Core)
0900104,0.028886451485954322,Low-Low (Unrecovered Core)
0900900,0.011031761456540723,Low-Low (Unrecovered Core)
0900304,0.006508034256669069,Low-Low (Unrecovered Core)
0900901,0.14601154081842493,Not Significant
0900302,0.012275082034641057,Low-Low (Unrecovered Core)
0900301,0.024439295064019807,Low-Low (Unrecovered Core)
0900306,0.001274035988469544,Low-Low (Unrecovered Core)
0900902,9.063509786024623e-4,Low-Low (Unrecovered Core)
0900903,0.008841928514876798,Low-Low (Unrecovered Core)
0900305,0.0063230184011076425,Low-Low (Unrecovered Core)
0900102,0.0163813689647427,Low-Low (Unrecovered Core)
0900101,0.004254187418945512,Low-Low (Unrecovered Core)
0900100,0.006497595358407928,Low-Low (Unrecovered Core)
0900500,6.948594788967034e-4,Low-Low (Unrecovered Core)
0900300,0.004392985106083873,Low-Low (Unrecovered Core)
0901300,0.0036553647994881466,Low-Low (Unrecovered Core)
0901500,0.069724416575429,Not Significant
0901100,0.005265216610455549,Low-Low (Unrecovered Core)
0901101,0.03762708423762719,Low-Low (Unrecovered Core)
0900700,0.0012706717805390248,Low-Low (Unrecovered Core)
0900906,0.0026364415946338276,Low-Low (Unrecovered Core)
0900103,8.00206439171077e-4,Low-Low (Unrecovered Core)
0900303,0.005844620738919235,Low-Low (Unrecovered Core)
0900905,0.011667542549540708,Low-Low (Unrecovered Core)
1000103,0.03518156998006979,Low-Low (Unrecovered Core)
1000102,0.02273372637784917,Low-Low (Unrecovered Core)
1000104,0.0036436695654987403,Low-Low (Unrecovered Core)
1000200,0.020354496457789154,Low-Low (Unrecovered Core)
1000300,0.07678716076678263,Not Significant
1000101,0.08908929960192646,Not Significant
1100101,0.03307166761680968,Low-Low (Unrecovered Core)
1100102,0.16731796793659234,Not Significant
1100103,0.6309487130407859,Not Significant
1100104,0.3070203402311371,Not Significant
1100105,0.7390154570896345,Not Significant
1208102,0.06637795519809404,Not Significant
1205708,0.001826698601928006,High-High
1210301,0.005478884666830306,High-High
1210103,0.05654214979321653,Not Significant
1205301,0.014911181892012012,High-High
1203301,0.5601244695562142,Not Significant
1211300,0.7957441535787181,Not Significant
1209100,0.8101299886905482,Not Significant
1200500,0.4579083293838165,Not Significant
1206300,0.24829399666078636,Not Significant
1207300,0.1880393569533416,Not Significant
1212100,0.23186994246524528,Not Significant
1202300,0.6692709746117209,Not Significant
1208900,0.7963128888508035,Not Significant
1203101,0.09365559919395229,Not Significant
1210900,0.13923780043775108,Not Significant
1203500,0.4366420044853418,Not Significant
1212703,0.02188111749797979,High-High
